,Wish You Were Here by Pink Floyd,A-Punk by Vampire Weekend,I'm a Mess by Bebe Rexha,Fight Song by Rachel Platten,Good as Hell by Lizzo,Lemon by N.E.R.D
Psychomachia by I The Mighty,0.9605501006937401,0.957592169578513,0.9676668656012648,0.9571293333886235,0.9485616398620309,0.9528242621890248
Catch Me I’m Falling by Kelly Finnigan,0.9598101359406139,0.9521837522569471,0.958576616640113,0.9312456928675271,0.9457298746809651,0.9390244969436803
Stay This Way by From Ashes to New,0.9658628236738138,0.9593828933274464,0.9722640457203073,0.949581518739866,0.9594242578184188,0.9571591355708549
Every 1's a Winner by Ty Segall,0.9700079998653642,0.9596729603479071,0.9717572501769534,0.9469900728145952,0.9577973992660962,0.9550873194312566
Neighbors by Lucius,0.9597742759380745,0.9481946910767779,0.9585713879830317,0.9347355146930744,0.9412370448898363,0.9408992915762023
Velodrome by Dessa,0.9511785703051178,0.9402926234790435,0.9546833804898043,0.926877996176793,0.9505468326371963,0.9422135670864463
Woodbine by Windhand,0.968634548682001,0.9611741855516382,0.9679258040565123,0.9454834363098895,0.9561192567442388,0.9490625424013083
Don't Pretend by Khalid,0.9644088922912426,0.9532607753564752,0.968792987856828,0.944744369863098,0.9538570735902953,0.954417227416896
Be Like That by Yung Bleu,0.9510292498128274,0.9398050581844325,0.9580061436371712,0.9322543611987171,0.9471558717895326,0.9479912750942153
Desconocidos by Mau y Ricky,0.9570951644358476,0.9481261255749687,0.9610826986530868,0.9417161609287313,0.9466791974076756,0.9467436526823756
Love Is a Bitch by Two Feet,0.9688657236038085,0.9586081403723244,0.9662512037736848,0.9464338279830721,0.9527450205458083,0.9454660026070079
Clair de Lune by Kamasi Washington,0.9636904023922053,0.9568461608136,0.9588479211902332,0.9496682611028372,0.9490269685465424,0.941480685545492
Single Man by High Valley,0.9674406944812911,0.9573538711478262,0.9659727262067853,0.9427362449710025,0.9542911080610808,0.9469933512877441
Duet (feat. Stephanie Briggs) by Penny and Sparrow,0.9669649277638568,0.9577743334848023,0.9655201379902506,0.9412327588526483,0.9500182772895895,0.9473825533175602
By My Side by The Interrupters,0.9649203832757147,0.9578167042764645,0.9638574008864277,0.9372714313966816,0.9539946711850237,0.9456650929444662
Lula on the Beach by Seaway,0.9684526464252885,0.9612800958043378,0.9744009733867399,0.9491448808642922,0.958590153477286,0.9589275231023412
Anywhere with You by Eliot Morris,0.9591767064805393,0.9502107300427302,0.9576539794565219,0.9310341003753664,0.9487331640936465,0.9401488987293066
Heard a Song by Kero Kero Bonito,0.9497907378376901,0.9409421583693581,0.9564783157601042,0.9345529394391008,0.9474215032641975,0.9448784990535837
This Is Us by William Clark Green,0.9685020429328081,0.9615605220746848,0.9692441063702286,0.947402889491618,0.9501668117245877,0.9486237587497935
Empty by Kevin Abstract,0.9650511567690492,0.9557017514331767,0.9691075439678473,0.9528936199537555,0.9489419206171705,0.952439837146091
Team by Noah Cyrus,0.9624658723800005,0.9514836844650791,0.9676478925154529,0.9466716923916442,0.9526166096791813,0.9549710643793689
I'LL QUIT LOVIN' YOU by HARDY,0.9681906760998922,0.9588120444213758,0.9664832698714552,0.9442372318669789,0.9592497578711991,0.9501855202168243
Freak Nasty by Megan Thee Stallion,0.9474358168002077,0.937168245680067,0.9610360379272507,0.9351896224013356,0.943656552676981,0.9531704950178754
Boy by EXID,0.9512967657337943,0.9419731595644532,0.9551445231138299,0.9335253150877771,0.9452537764543109,0.9422366183586034
Project Dreams by Marshmello,0.9504247077530521,0.9403504556727611,0.9558609838578775,0.9357215941864029,0.9444861566299358,0.9452468377153084
Medicine by Daughter,0.9583203566183823,0.9527297577205449,0.953547787572292,0.931960659483818,0.9383452950998074,0.9316606555101261
운명 The Chance of Love by TVXQ!,0.9566583807818544,0.9509061406758481,0.9630379165253805,0.9530154933402413,0.9447065438116449,0.9481627537330639
Whiplash by NCT 127,0.9568015582206076,0.9465303223959789,0.968450926028863,0.9459151691464682,0.9474851913463256,0.9569543885677446
Signs of the Time by Sons Of Apollo,0.9703823840000527,0.9624776187896393,0.9731937902536341,0.948256299687139,0.9584032703580675,0.9557233593415588
Pure Evil - single version by Like A Storm,0.9630257051751845,0.9596301283666089,0.9658280731564681,0.9564088917710221,0.9519221813490233,0.9465422175671749
Language I: Intuition by The Contortionist,0.9661533473277819,0.9572239308759379,0.9652068572021467,0.9414377294880991,0.9557446239936377,0.948984617796429
Bulletproof by The End Machine,0.9648751855701372,0.9575712671929311,0.9691499180061005,0.9467608846674969,0.9539489012794747,0.9519880796556668
"Cartier Vision (feat. AT3, Jitt, & Quan) by Jake Paul",0.9441908376747326,0.9330849002939556,0.9554917263282321,0.9305352183268426,0.9472937270495947,0.946381399566971
Gift Of Pain (feat. D. Randall Blythe) by Metal Allegiance,0.9650092761898188,0.9572012235901615,0.9680889431471768,0.9404134248479068,0.9546803288213732,0.9520799237692834
Empty Head by Screaming Females,0.9669571741420799,0.9574990315257397,0.9699237334589582,0.9456063254501728,0.9550856086779258,0.9548345508072178
I Don't Belong In This Club by Why Don't We,0.9631650938793026,0.9516997688022617,0.9693510751628142,0.9482383372287724,0.9520736138665972,0.9551511697301328
Twin Of Myself (Original) by Black Moth Super Rainbow,0.9661113551167917,0.9551610917359052,0.961356389970595,0.935549989125391,0.952606047555535,0.9421075162013124
Keep Me Waiting by The Bonfyre,0.9495406847351565,0.9377646535925995,0.9574175284803452,0.9391260168237751,0.9431060013228412,0.9489047833414392
Hope Grows by Nita Strauss,0.9650953786918026,0.9555925233567635,0.9703567611376346,0.9503231896778532,0.9508979816845636,0.9574752563558167
Bout Noon by Protoje,0.9613766643470846,0.9518323675015364,0.9700718656397593,0.9440768419071751,0.9564869188637437,0.9578100145471607
Mansion Door by Shakey Graves,0.9648159972406432,0.9548374141320107,0.9635201291430006,0.9380884198699411,0.9580162735742181,0.9469483457826029
Baby 8 by YBN Nahmir,0.9594290196564476,0.951593080531179,0.9685762441221023,0.9451510830784267,0.9525701405538107,0.954548846001585
Mary by Big Thief,0.964774885734762,0.9483748473608935,0.9603672590225552,0.9342082187196221,0.946308984986042,0.943542763923432
Forest Green by Big Red Machine,0.9711325265049302,0.960640581536609,0.9684577737167706,0.9485593539968092,0.9491538513609133,0.9494667760510613
Let me love u by WayV,0.9594738364056731,0.9504065356181586,0.970805778888072,0.9487964626119721,0.9537906838497251,0.9606722274788838
Sandpaper by Fozzy,0.9631737389819456,0.9581393233662518,0.9668396438349135,0.947863606835766,0.9511766680925479,0.9490981287436764
Boone by The Marcus King Band,0.9701586380073687,0.9628733541687782,0.9727290366439127,0.9592876868802456,0.9570704640647174,0.9561700872189351
Go to the Light (Destiny Version) by Murder By Death,0.9595672894128353,0.9479420443929536,0.9502429139851282,0.9276544446468548,0.9368349700179329,0.9264671766444554
Boom Boom by Lucas Hoge,0.9657813521963636,0.9574005771771427,0.9715298465948142,0.9509195831149386,0.9531272540958239,0.9575819422028999
Salvage (Up All Night) (feat. Poo Bear) by Galantis,0.9516735145189106,0.9441450509139617,0.9637540546664839,0.9381015246869461,0.9484399176550726,0.9538636979185154
Dead by Madison Beer,0.9586046331707763,0.9499779646824076,0.9630249485230893,0.9483906348071234,0.946600681928047,0.9484823357512137
On The Rocks by Grieves,0.9621851520539193,0.9528216810498905,0.9683604546429974,0.9456559591981212,0.9510323022619197,0.9552778030649562
Country (feat. Upchurch & Demun Jones) by Adam Calhoun,0.96811134152084,0.9586206978887322,0.9699268458553483,0.9509827638027141,0.9525068784719102,0.9567737635390893
Happiness Jones by The Wood Brothers,0.9652248230475151,0.9583139322372554,0.96642228689249,0.9430248204873286,0.9501655966555899,0.9465555181606442
Regular by WayV,0.9626102545992032,0.9563737348215443,0.9661646505266298,0.9463244563269639,0.9497851013852765,0.9496917685005593
"Angel in Your Eyes (feat. Sia, Diplo, and Labrinth) by Sia",0.9593279126932873,0.9558146805896992,0.965465554022793,0.960356473170816,0.9486979250687435,0.9503448380096134
I Wish I Could Write You a Song by John Paul White,0.9673853599966524,0.9619111347099107,0.9677616492312185,0.9476767037999656,0.9542425652406115,0.9489264255538371
Living Over by Greensky Bluegrass,0.9659922909150622,0.9555388235468429,0.9602070071993477,0.9375891544603256,0.9512183247153627,0.9394941832159129
War Cry by Small Town Titans,0.965701387786242,0.9606252633962231,0.9659839152306553,0.9402529844246864,0.9542056298497633,0.9455384429995413
Broken by From Ashes to New,0.9563526360729797,0.9559003552139759,0.9652240249752175,0.9603422456595374,0.948050498954171,0.948161090392855
Una Lady Como Tú by Manuel Turizo,0.9601124728556629,0.949957503442536,0.9647014784470663,0.9403741004882697,0.9497072584201777,0.9577264705501078
You Can't Break a Woman by Lori McKenna,0.9596441235153708,0.953324581356191,0.9606626106764597,0.94364560167652,0.9455354834300451,0.9451058797028664
Not Too Late by Moon Taxi,0.9601683678420176,0.9517439572907571,0.9577141144074154,0.9498945209349874,0.9395847125638743,0.9400278883589381
Lavender Bay by Trophy Eyes,0.9679652105384249,0.9602652706375316,0.969846910717723,0.946375253634046,0.9587464845119267,0.9528862177982759
Talk by Why Don't We,0.9485722877347964,0.9396543025962661,0.9578745240171402,0.9419879679757897,0.9353393527517254,0.947026688879809
Glorious - Rise Cast Version by Rise Cast,0.963168434124151,0.9524574086107457,0.9643267436418415,0.9358744549567771,0.956113409712215,0.9493579789915568
Shitty Future by The Bronx,0.9619427859233417,0.9567942139734326,0.9703636708805247,0.9566606285387017,0.9501241988473299,0.9588056751597895
Red Light by SAFE,0.965900799299495,0.9606662566697446,0.9701469163873571,0.9642661619354056,0.9489239951785504,0.9526896810339822
Automatic by Freddie Gibbs,0.9548112164711611,0.945510125456407,0.9608850465896855,0.937369807574022,0.9443877136822767,0.94823367705542
Had To Move by Ty Tabor,0.9631703534964973,0.9550424996206566,0.9662934773263333,0.9404802903459786,0.9521862502620939,0.9509480897722543
"Breathe in, Breathe Out by Melody's Echo Chamber",0.9595235262800375,0.9521802348792936,0.9593416026332907,0.9340174361259836,0.9445179286619677,0.9431025982590775
Rowdy & Reckless by Small Town Titans,0.958559006078412,0.9513978143076487,0.9599454513616075,0.9352996300824504,0.9482457935173063,0.9444159842687568
Honest by We Are Messengers,0.964116823526114,0.9557192237204244,0.9656250772725431,0.9566036778083555,0.9410585505493501,0.9475794853303836
ATA by Usher,0.956825926830158,0.9462925988129927,0.9631570936590876,0.9396823397640377,0.9515961692987769,0.9516729068803089
Break My Heart by Austin French,0.9687503524018425,0.9587933351592606,0.9721412370989323,0.9450715803042105,0.9581363254809141,0.9559302127307984
Saran Pack by Tay-K,0.9509513726458325,0.9438135219548403,0.965124864772924,0.9407508211612922,0.9528356939553421,0.9569857674219701
Rumah by Fiersa Besari,0.9588375452043613,0.9509224768727473,0.9584531762192836,0.946165333361108,0.9341919622100192,0.9397395587155558
Break Free by Like A Storm,0.9616753487647182,0.9556114145256449,0.9666959903297865,0.9494119624303983,0.9490730138631784,0.9495601783017529
nothing/BUT TROUBLE by Le Butcherettes,0.971048921105329,0.9634292501303525,0.9744208788789296,0.9491121720718267,0.9608755655128483,0.9560904852044451
Supiste Hacerme Mal by Edwin Luna y La Trakalosa de Monterrey,0.9574615267323806,0.9485247197168751,0.9591099170604315,0.9420238308064944,0.9446923046123994,0.9481146869778292
This Time by Ty Tabor,0.9660353168563043,0.9547171262777128,0.9638388163351732,0.9366316472967221,0.9538468216754507,0.9451906660605915
Storm Charmer by The Damned Things,0.9669999754566813,0.9600119940869329,0.9668119843181184,0.945382591213725,0.9545222156737786,0.9473469210642377
Shallow Water by Wild Nothing,0.9619619439328442,0.9559443866162004,0.9628090384463228,0.9505893642604688,0.9427420964540919,0.9445808471524151
After You by Tay-K,0.9536837018232633,0.9436538362990052,0.9607220661670207,0.9383201880566618,0.9483876978060888,0.9487352969647737
All She Wants by Polo G,0.961664880286542,0.9533473917826073,0.9619818593023144,0.9424711218882524,0.9494191814394372,0.9455907988377423
Rollin' In and Rockin' Out by Jon Langston,0.9605768116561545,0.958366522409992,0.9642289350979394,0.9586476886182718,0.9440009600701059,0.944939353369264
The Wild Hunt by Watain,0.9562286984311684,0.9520699362770553,0.9624267641015899,0.9457993009949286,0.9437737650431294,0.9486449445869646
The Fall by The Black Lillies,0.9644039540211097,0.9541876501061898,0.9537700671332837,0.9311508233135104,0.9444697543971547,0.9321960389509409
One Day At A Time by American Aquarium,0.9612821841016685,0.951650799879131,0.961565123314131,0.9365574224402757,0.9469569985777238,0.9409914972465553
Fake Roses by The Lone Bellow,0.9690624331848772,0.9610849200875717,0.9654036766465612,0.9434442340339153,0.9503167221286895,0.9441776145733887
I Feel Good by Beres Hammond,0.9495026316352184,0.9398213588950948,0.9579583867153282,0.9382471140718347,0.9443109679552139,0.9468218010013021
Hollow by Rivers of Nihil,0.9651042687869116,0.9597434482110223,0.968789575178553,0.9442928471349707,0.9534568935405585,0.9500221965349611
B.S. (Bonus Track) by Demetria McKinney,0.956086341786689,0.9433288501526653,0.9641139707385705,0.9370810033937038,0.953402615216008,0.9519476177578807
Sally by Gogol Bordello,0.9622504177393556,0.9536782402316148,0.966629408616072,0.9419758955623707,0.9516410689410428,0.9506389863406446
They Will Kills Us All (Without Mercy) by The Bronx,0.9644737609927274,0.9574716098101494,0.9707143091158371,0.9487296557666296,0.9546537320406876,0.9562547199345165
April In Houston by SWMRS,0.9641956289263114,0.9548661547045305,0.97010873537106,0.9455325408698271,0.9533503415757382,0.9560631063093887
Let It Be by GENTRI,0.9657141476022322,0.9564349639618315,0.9572450575881423,0.9330384778135945,0.9492364003076914,0.9345154866191534
The Sounds in Your Dream by Lydia,0.9666117364482316,0.9580729971994346,0.9708468394512438,0.9529473764718344,0.9599603147863826,0.9571788145874334
Strengar by The Underground Avengers,0.9656162140629869,0.9557952788177859,0.9746726625689609,0.9515418964046035,0.9549223772433382,0.9629412410165814
False Alarm by The Bronx,0.9639811743826555,0.9574620683078022,0.9658547782769571,0.9426873156739836,0.9541538998332314,0.9480981726299822
Family and Genus by Shakey Graves,0.9687117149158417,0.9586580843765857,0.9657674397810674,0.9428384413893357,0.9540095143367371,0.9455731379099029
Into Your Arms (feat. Ava Max) by Witt Lowry,0.9621933752849148,0.9561589913957398,0.9659878229324816,0.9492547299178896,0.9486467448687632,0.9472491347575618
Joanie the Jehovah Witness Stripper - Live by Paul Thorn,0.9622381036770264,0.9504500365236925,0.961742333169153,0.9360645804005481,0.9500032097208968,0.9445683975964686
When It Gets Dark Out by Lydia,0.9665738559440253,0.9600900067161535,0.9724333969068448,0.9580331925057504,0.9567243660480135,0.9569053176717242
Everyone Acts Crazy Nowadays by Unknown Mortal Orchestra,0.9454192794064602,0.9388729656485602,0.9518130593294547,0.9384037543891314,0.9339937740570602,0.9410994727719111
Arcade Dreams by The Midnight,0.9639100798218605,0.9482691411199223,0.958439477471945,0.9417202769788646,0.9487431877219163,0.9419519704693647
Digging The Grave by The Faceless,0.9577103231934512,0.9522440484405024,0.9668905893593178,0.950918652177952,0.9438587047964536,0.953939912044516
Closure - Acoustic by Vancouver Sleep Clinic,0.957163057074542,0.9446577970603875,0.9582643547134064,0.931706703006433,0.9482640885543698,0.944787989771199
Wherever you are by ONE OK ROCK,0.9595840683527295,0.9538979714772523,0.9638386239874939,0.9380999314449935,0.9496496841952891,0.946592200048712
Worry List by Justin Furstenfeld,0.9485864748567583,0.9441133905314251,0.9525279613902483,0.9466053602396063,0.9354857470011254,0.9381169388523969
Sofazinho - Ao Vivo by Luan Santana,0.9657430643280982,0.9553542325120558,0.964341060025472,0.9425024958757722,0.9504957083218353,0.9484683995985653
On Your Worst Day by Copeland,0.9564063152626783,0.9476295026588819,0.9530506336821197,0.9506254685490003,0.9384557164737978,0.9362711852521195
"This Is Me (The Reimagined Remix) [with Keala Settle, Kesha & Missy Elliott] by Keala Settle",0.9677510222107057,0.9623926115230598,0.9753032211715114,0.9511333319570802,0.9598410105097406,0.9586516282551435
A Little More Time by Beres Hammond,0.9443531277387517,0.9347995762029953,0.9540367179390428,0.9305489934492084,0.9386592779528445,0.9436705776610278
Kingston Be Wise by Protoje,0.9609371819890653,0.9546311166870055,0.9675125854628843,0.9467927468458438,0.9518087572225226,0.9519986101471356
It Ain't Safe by Skepta,0.9572498728005425,0.9487966148302065,0.9670239982697598,0.9440987310488549,0.9525121505636538,0.9571055240042824
Candles by Daughter,0.9578697163523744,0.9511295746992016,0.9645389569306541,0.9325068711508385,0.9552289783398629,0.9506551165292243
Highway Anxiety by William Tyler,0.9671735604443701,0.954142835787493,0.9573012056532686,0.9319590568393152,0.9424549707911329,0.9339154916690803
You Were Right by RÜFÜS DU SOL,0.9567722945335857,0.9494728146031551,0.9672382867679183,0.9448153564672467,0.9491280180905887,0.9556802600487648
World Away by Tonight Alive,0.9687671567862985,0.9597720605369837,0.9733551667085434,0.9490445018232393,0.960723367729805,0.9596844845783823
Acordando o Prédio by Luan Santana,0.963353344415447,0.9557975799820875,0.9627025381942658,0.9441853000212616,0.9489528003845931,0.9451806805125538
I Belong to You by The Showers,0.9589570322751463,0.948787892194184,0.9636702485572657,0.9369625650338956,0.9527553004998667,0.9518046500106649
Down by Emily King,0.9644115929294177,0.9547997660513724,0.9700366874030137,0.9469369407615935,0.9540826020998104,0.9559889996164881
Glass: Half Empty by Hail The Sun,0.9595191533172298,0.95471350414154,0.9663761862873232,0.9544093258994987,0.9529265112427443,0.9506379737817124
"Love Is A Funny Thing (feat. Styles P, Rapsody & Khrysis) by Evidence",0.96489241597514,0.9567539635025071,0.9696132127115173,0.9481699742760761,0.9560417242748726,0.9547053181862974
Back It Down by Ty Tabor,0.9600891045430142,0.9531191423886398,0.9629092766991841,0.9386016581841115,0.9550496862906169,0.9467146091304124
Lost Boy by The Midnight,0.9643507451944673,0.9572071237070707,0.9694560250667486,0.945744144386073,0.9548349926838628,0.9544724998832224
Devilcry by Crystal Lake,0.9647896580873798,0.9605194227260424,0.9676369088869899,0.960051483239648,0.9531081658787599,0.9494214381155754
Human Sadness by The Voidz,0.9691867985426058,0.9599085309462789,0.9664775221025007,0.9430862866320499,0.9534760411654978,0.9460889194492069
Emotional (feat. Quavo) by Saweetie,0.953592743317736,0.9445746854564283,0.9626504185871435,0.941218574770288,0.945063010621158,0.9525407877380032
MOVIE by BTOB,0.9632009795786501,0.9533286462391566,0.9656911689177874,0.9487920240526249,0.952512666094468,0.9504647817759417
Hi High by LOOΠΔ,0.9522974632543738,0.9448588737835985,0.965646295341834,0.9527679274573726,0.9473485652882505,0.9534123253854482
Boss Of Tha Stix (feat. Mr. Sneed) by Big Smo,0.9576444033839429,0.9457180161305184,0.9654651045563775,0.9412125335502224,0.9509187170575562,0.9534182320973037
Survival by TesseracT,0.967968029130592,0.9620823731396204,0.9734902036542112,0.9528846007593165,0.9604025287858939,0.9558246508633672
Black & Blue by The White Buffalo,0.9684384216818933,0.9587702490376206,0.9647443724095246,0.9527378147155464,0.9506998560917312,0.9462783849673597
I Love You Tonight by Jan Daley,0.9698793882237048,0.957133825687933,0.9647703188691409,0.9384165336042071,0.9569273646479605,0.9463712389488137
Appointments by Julien Baker,0.95860849151081,0.9444284823330257,0.9545870800559678,0.9262709719539141,0.9435119683722457,0.9379290829870341
Rasta Love Feat. Ky-Mani Marley by Protoje,0.9580565099399204,0.9465535389887805,0.9617188261560426,0.9389420308632522,0.9524079857427046,0.9485574648372226
Caribbean Skies by Citizen Cope,0.9531329831279293,0.9459632650479262,0.957713138129973,0.9434442441657569,0.944934662307971,0.9436380564604494
My Type by Popcaan,0.9518935918443399,0.9426503841380697,0.9574237039935192,0.944626958495399,0.9392735080505934,0.9460789500435502
Counting Sheep by Shakey Graves,0.9643622338354454,0.9537202687261828,0.9625666806678316,0.9389157059820257,0.954911302925517,0.9470994824794357
You Give Good Love by Demetria McKinney,0.9566493340398952,0.9488396294393588,0.9596916670232036,0.9409948209981557,0.9473316870849678,0.9482635754104242
Loving Me by Shy Glizzy,0.9601195310887238,0.9497568802947962,0.9661792411696848,0.9418583789368276,0.9468746914335923,0.9527702304723951
Desperate Measures by Marianas Trench,0.9588346469600326,0.9516152403937966,0.9654699524560371,0.9477011242166755,0.948107413566487,0.948260568579134
Crossroads by Adam Calhoun,0.9574369203441124,0.9460717028810073,0.9626917601979974,0.9361263875235104,0.9520107334372907,0.9493225692835293
Bullet and a Target by Citizen Cope,0.9657203665836815,0.9542534614251121,0.9638407001692508,0.9428710959016282,0.9520300210283916,0.9469956914729007
China Beach by Laura Jane Grace & the Devouring Mothers,0.9648129992467858,0.9566615105227163,0.9685661860437584,0.9482256961150103,0.9499952139524039,0.9515780467976048
Vex by Chelsea Wolfe,0.9725073573200765,0.9648473118268803,0.9738741775652708,0.9488238408837999,0.9599775478568875,0.9547300035956527
Smells Like A Freak Show by Avatar,0.9680142107305304,0.9634755973970277,0.9728203057214584,0.9607244790050413,0.9563601512550554,0.9560050025523281
First World Problem Child (feat. Sam Carter) by Stray From The Path,0.9688214200467442,0.9614729206129502,0.9716039218319896,0.9526200772520166,0.9583628563826249,0.9534682050373425
Suicide by Berner,0.9565231715313163,0.944752739480561,0.9599214155739614,0.9401444442201561,0.9450074317889553,0.9454580013782887
Shameful 창피해 by Park Bom,0.9627108855092594,0.9551683391288859,0.9716196114963982,0.951019848481593,0.9580004719510172,0.9582426335146378
From the Ground Up by Caleb and Kelsey,0.9557515803752247,0.9456661261827386,0.954116465972891,0.9278263211040022,0.9380133086212786,0.9337868395948661
Believe Again by The Showers,0.9614853498345868,0.9505077178425598,0.9685178874066382,0.947860437602344,0.9481427908635334,0.9564105388734674
Freightliner by Hot Water Music,0.961999745025858,0.9541886707545303,0.9635537049320845,0.9505133897331761,0.9432001804430356,0.9474574495577449
WANT by TAEMIN,0.9668891821206902,0.9595775648276326,0.9728095702542243,0.9522570771594189,0.9548029301163551,0.9591310651569721
100 (feat. Lil Durk) by OMB Peezy,0.9613169027327458,0.9546245282132345,0.9662526993098679,0.951756066445322,0.9489077853975294,0.9517603529856291
Fantasy - R3HAB Remix by Sofi Tukker,0.9577590482917387,0.9519095313420416,0.9679077797869686,0.9545641578517804,0.9470531877303866,0.9559294267594347
Rhythm of Your Heart by Marianas Trench,0.9573056128360279,0.9499700157857127,0.9647703694539775,0.940871586692055,0.9486191148336851,0.9489796367682659
Tell the Devil I'm Gettin' There as Fast as I Can (with Lucinda Williams and Eric Church) by Ray Wylie Hubbard,0.966698042715192,0.9567665546848247,0.963256180017532,0.9423967144963618,0.9470021014339258,0.9427970401197192
Dopethrone by Electric Wizard,0.9613115699842966,0.9539948598212565,0.9691225623825315,0.9453480372274577,0.9510235184340263,0.9556522186010106
Where I Want to Be by Chess In Concert,0.9516293734891267,0.946247628244465,0.9496273571355397,0.9456861360679184,0.9385955783887963,0.9288623242450778
Mold by Nekrogoblikon,0.9657268686421283,0.959926613684944,0.9706566505497909,0.9504750121434377,0.9560699763676966,0.9565750037122338
Peach Pickin' by The Black Lillies,0.9639688949143433,0.951658366728204,0.9640123912964711,0.9384400262662227,0.9472543940011039,0.945949439264774
On My Way by Sarah Grace,0.963939659315344,0.9539108292995847,0.965405374982266,0.9423965269655842,0.9546616086753368,0.9486634916680948
Preay by Alla Xul Elu,0.9620442344287947,0.9557605274241228,0.9683360114777708,0.9471879695236445,0.9549014547161242,0.9528129611093185
Without Me (Pâquerette) by With Confidence,0.9652178964474466,0.9580084765464982,0.9694280720610913,0.9428921843282445,0.9589591292070616,0.9524584217147034
Do It Again by Secret Band,0.9482112497067362,0.9440644865735055,0.9506881846950798,0.9251096837038391,0.9371309665280094,0.9301021819753812
Halfway There (feat. Lena Leon) by Tiësto,0.9634809341039684,0.953595777034443,0.9611630473282112,0.9343670219190807,0.9529948000800743,0.9435772400148154
The Coup by Copilot Music + Sound,0.959656808839988,0.9496100487476143,0.9578361552030551,0.9332140122883417,0.9496427309876718,0.9435285733994649
TOGETHER by KAYTRANADA,0.9604487415767713,0.9521225972507337,0.9665390371738527,0.9409034979523458,0.9519344527441125,0.9523288410003488
Hacker by Death Grips,0.9642835576961153,0.9569387845182512,0.9703435705264059,0.9526562313297884,0.9552681691642338,0.9551252725313476
That Driving Beat by Reese Wynans and Friends,0.9566034772611149,0.9503592553828699,0.9647645791891192,0.9456202010650236,0.9509960423136237,0.9507711663444484
No Servant of Mine by Counterparts,0.9624540309303202,0.9578038371519204,0.9663596307829101,0.9441111582093181,0.9553895066055661,0.9465570192848396
Sundown Serenade by Brian Grilli,0.9649119312191679,0.9550205758684996,0.9638629716862381,0.9447508394768034,0.9530687019538111,0.9456178140076154
Every Season by Roddy Ricch,0.9506705630592833,0.9424093726338154,0.9604381918063245,0.9357421900474635,0.9486885074021731,0.9498208715568279
Messed With My Mind by Molly Tuttle,0.9697278715488715,0.9601970559101232,0.9707588629807076,0.9482360953048995,0.9524710033352208,0.9517618210917732
Sleeping Voices by The End Machine,0.9632836978239037,0.9549179305102407,0.9700882967028746,0.9436138982315517,0.9564758179519489,0.9553647299725722
Penitentiary by Citizen Cope,0.9602385058663416,0.9478411141083248,0.9618026597775104,0.9383808515834202,0.9500053727779215,0.9473184835484647
+81 by Crystal Lake,0.9673521598654418,0.9611451303881134,0.9729521036822428,0.9535226661713347,0.9587288046373712,0.9581247939513547
Amen by Andra Day,0.9646556415121117,0.9528629906848327,0.9630947664137001,0.9379219982144285,0.9536139781960192,0.9448488565480454
Ministry of Alienation by Unknown Mortal Orchestra,0.9586723508948646,0.9523616696964995,0.9578134057297458,0.9448591755277813,0.9435725556034591,0.9371854494350587
Good To You by Marianas Trench,0.940692355339237,0.9355722283769362,0.9423918801194398,0.934543849067949,0.918090589103935,0.9258482681191971
The Fever (Aye Aye) by Death Grips,0.9597209663426681,0.9535542297585808,0.966059408541304,0.9459946820233317,0.9548756674550131,0.9509538732445267
Live up to My Name by Baka Not Nice,0.9490041734094132,0.9383816951560128,0.9614826113319106,0.9327667554080539,0.9433277789420224,0.9500552248316957
Who Knows (feat. Chronixx) - SHY FX Remix by Protoje,0.9581326124308438,0.9475445965941018,0.9681204688871833,0.944014797195477,0.9551810045117607,0.9578461116609446
Somebody - Riggi & Piros Remix by The Chainsmokers,0.9662155991106364,0.9547014578295143,0.9654292855955375,0.9365905422077945,0.9538835626679409,0.9499429460086386
Wagon Wheel by Jason Manns,0.9628666785389082,0.9545104970768823,0.9687728003636827,0.9473970031183475,0.9493032154421923,0.954437427147887
Gravity by Turnstile,0.9703207968645318,0.9576961914142259,0.9729272430361484,0.9481074816762349,0.956310560667015,0.9577919651561086
Sleepless by Thousand Below,0.9645856852827124,0.9555721445758636,0.9648625598243601,0.9389254666926474,0.9523945950149874,0.9457784943576989
"Some Time Alone, Alone by Melody's Echo Chamber",0.9621921917495404,0.9570761060936512,0.9619166309236328,0.9404423349267318,0.953808945695354,0.9416404056269257
Options by Pedro The Lion,0.9654693991086162,0.9563402877255363,0.958340944015603,0.9389926642579134,0.9397351106526104,0.9360020564059148
Teenager in Love by Madison Beer,0.9623176787470673,0.9521716442696242,0.9639910761932564,0.9426401117586947,0.9510179306524104,0.9490031829115128
Double Heart by Penny and Sparrow,0.9588742876832683,0.9525094747126027,0.9622760708481588,0.9622887060452968,0.9378592356113294,0.9447656265318409
Sick Beat by Kero Kero Bonito,0.950182463650446,0.9416963498609012,0.9572948905450027,0.9288224440940953,0.9476146915652653,0.9447103211430484
The Gathering by Delain,0.9634197983492039,0.9566996380628341,0.9686960552407897,0.9489249789583849,0.9549307698338364,0.9526331861705994
Blue Wings by Wild Nothing,0.9685637592811294,0.9605758506486761,0.966310637548682,0.9412806606939296,0.9560387403735111,0.9467238285624963
Nothing New by Trash Boat,0.9590416558672735,0.9585657992027355,0.9606993775064413,0.9520493561243004,0.944719066110604,0.9423754183776798
