,Wish You Were Here by Pink Floyd,A-Punk by Vampire Weekend,I'm a Mess by Bebe Rexha,Fight Song by Rachel Platten,Good as Hell by Lizzo,Lemon by N.E.R.D
Friday Forever by Trophy Eyes,0.9660946933882003,0.9604644002988514,0.9689993929668437,0.9509520826695549,0.9557148861145139,0.9504760852217026
Wink by The Voidz,0.9677408544925356,0.9565604160324961,0.9672671753428576,0.9467664786873428,0.950431584554503,0.9503853170101852
Asheville Skies by The Milk Carton Kids,0.9625211490835761,0.951148117541631,0.9614435143743469,0.9413319304590623,0.9425799975149987,0.9437317822186325
One I Want by Flatland Cavalry,0.9629192406746216,0.95169693515476,0.9651646844387698,0.9468780014422125,0.9460266124500538,0.9515501318864319
High Pressure by Turnstile,0.95514674507387,0.9520881376254795,0.9577338593362387,0.9468685324897834,0.9355414949351641,0.9395482145941025
Snake Oil by Good Tiger,0.9630058682772148,0.956955826558916,0.9697114821946045,0.9457308014741642,0.9539043764757227,0.954508333596654
Bridges to Burn by Ally Venable Band,0.963675249775124,0.9585008609264075,0.9673933894458816,0.949969352262312,0.9528841639858228,0.950494208227745
Pa Ti by Bad Bunny,0.9543769223779102,0.9437676462403772,0.9598951130414176,0.9393124328450743,0.9458458865628212,0.9461001031575828
I'll Think About You by We Are Messengers,0.9707950750318884,0.9570056501602273,0.9667197839585315,0.9314112274481545,0.9545293100497096,0.946547198765948
The Long Way Home by John Paul White,0.9619954217809198,0.9515553499828152,0.9640235805602079,0.9373580430378754,0.9489995495699031,0.94881789772216
Trashbag Baby by SWMRS,0.9616587906018886,0.955553662744138,0.9695776898623636,0.9559538019880822,0.9494050204034086,0.9551315876827072
Cutting My Fingers Off by Turnover,0.9710380870578845,0.960524552584727,0.9701972064229095,0.9495472342651342,0.9560281366263421,0.9537450122871969
Ova Dweet by Popcaan,0.9541419935580575,0.9417107392867095,0.9584325684022218,0.9343727878847948,0.9471123824779819,0.9459916011131482
Peaches & Cream by John Butler Trio,0.9619777716837922,0.9530320906039035,0.9632051401302721,0.9416580496283637,0.9483381493398548,0.9475862919280555
Mississippi Delta (I'm Your Man) by Jake Shears,0.9656959022244729,0.958710697571206,0.9673013847830542,0.9489872949880642,0.9554018262946267,0.9511911686935264
You Da One (feat. Yo Gotti) by 42 Dugg,0.9556491363654674,0.9468780509120631,0.9631757278344628,0.9428427004363819,0.9476243263658344,0.9493917172938077
Weightless Part 3 by Marconi Union,0.9736314448099779,0.9623896811241557,0.9635922123051536,0.9407236077621718,0.9459267453684788,0.9405375825000248
Would You Ever - Branchez & Charlie Klarsfeld Remix by Skrillex,0.9487186090630566,0.9392798319686071,0.9495779431504955,0.9226900754223781,0.9475999555473704,0.9373923312754093
My Lover - Radio Edit by Not3s,0.9595385865424487,0.9548943735778713,0.9657214825546562,0.9590489645125951,0.9438074554912248,0.9503938692745124
Six Days a Week by The Bronx,0.9732248701337736,0.964775204679774,0.9730247199535833,0.9496961560397724,0.9589747132067803,0.9545457159423213
Bittern Wake up Call by Cosmo Sheldrake,0.9557610354206031,0.9501333491839865,0.9648526891321977,0.9663430997043709,0.9462281113482265,0.95209774003788
HolyGhost by Keisha Renee,0.9519763782645313,0.944292966908196,0.9625092218134351,0.9414558321344675,0.9414079341729781,0.951526609026702
Body by Loud Luxury,0.9482120635479886,0.9433910063989799,0.957974327753703,0.9503119916193042,0.9364875433769227,0.9449649250271571
Little Trouble by Better Oblivion Community Center,0.9696294209613103,0.9607360832054233,0.9687000832162522,0.9542506086612291,0.9528899731670322,0.9482800548086148
Belong to You (feat. 6LACK) by Sabrina Claudio,0.9671004319064219,0.9544602694287956,0.9709320441718456,0.9501698491771433,0.9551439217538291,0.9577625708604873
Alcohol by Gogol Bordello,0.9605514908990999,0.9559431515240522,0.9639756956980408,0.966059377281754,0.9425926438023338,0.946440184157034
Esa No Soy Yo by Chiquis Rivera,0.9509309905040128,0.941437965368496,0.9554422064865028,0.9293472337328263,0.9474578686756077,0.9425427396292451
D'You Have A Car? by SWMRS,0.9600506316069359,0.9577301927856383,0.9633947172011206,0.9697942684324194,0.9417233880333459,0.9422118835336017
She Said by Everything Is Recorded,0.9518248317226206,0.940665058093928,0.9593865792899723,0.9370382773313525,0.9425438015708608,0.9489056620266888
Maybe It's Ok by We Are Messengers,0.9667149480772094,0.9548618909702813,0.9669200469083146,0.9378737157043959,0.9583408185254806,0.9507462587166915
Until We Get There - Acoustic by Lucius,0.9661379165753388,0.9585817417706954,0.9674932238100935,0.9559267233411195,0.9475096805235267,0.9500792471383323
Tumult Around the World by Titus Andronicus,0.9715332945294163,0.962110163467748,0.9669369631205338,0.9451572558751347,0.9555344501141765,0.9467288898811274
Black Velvet by Tenille Arts,0.9620447320093513,0.9546971830501367,0.9676513867293257,0.9472332511786901,0.9510264138527889,0.9518593596203104
They Rode On by Watain,0.9616404986492593,0.9557317465151102,0.962976516545409,0.9422253675420953,0.9501219768176135,0.9448377692899552
Can't Stop A Man by Beres Hammond,0.9560476737606699,0.9455427719921372,0.9576114910054476,0.9349014543991796,0.9456449791285982,0.9434774191567515
By Myself by FIDLAR,0.9649024377917973,0.957846345015875,0.9687251558925596,0.9453456711339641,0.9569927548874296,0.9531668741228829
"The Louder I Call, the Faster It Runs by Wye Oak",0.9718625730508519,0.9604926881489945,0.9747667861220798,0.951029615944568,0.9591034062659621,0.958809573485466
Le Pido A Dios by Wolfine,0.9531432771511318,0.941724308079922,0.9624661701150239,0.9376377984730707,0.9472383345397382,0.9512781038304878
Put It Straight by (G)I-DLE,0.9570212489669284,0.9547185662404194,0.9615294519147921,0.94989838358427,0.9438280167683173,0.944144377235856
SWITCH SIDES by Dame D.O.L.L.A,0.9524604818173109,0.9439829835495974,0.9640007929345447,0.940362261382432,0.9436342200602238,0.9542307276837052
In Time - Dexter Remix by CAZZETTE,0.9648108505768795,0.954845399936884,0.9679083740230262,0.9418040062450862,0.9569728183379074,0.9527250308757125
GOODBYE ROAD by iKON,0.9611593695129557,0.9527561634988719,0.9682196994115764,0.9413770996307245,0.9502883368641744,0.9524863873472517
Subdivisions by Allegaeon,0.9669216550499204,0.9632792807539802,0.9713830067913265,0.9520711399384428,0.9550097976650815,0.9534953896183871
Cocky Af by Megan Thee Stallion,0.964996685533553,0.953969530423858,0.9730262325844624,0.949239893176316,0.9567788970703952,0.959494963737297
Creator by War Of Ages,0.9626461795183512,0.9572468377300112,0.964604971046615,0.9499995858418401,0.9472367841096158,0.946705554121227
Dawn of us by Jackson Wang,0.960775890913599,0.9484172835964972,0.9666449546558578,0.9480430904822831,0.9486272014402621,0.9546577264782168
MK Circus by Dough-Boy,0.9523164003166322,0.9415827746108366,0.9567977502831602,0.9304926698309596,0.9443141833863975,0.9446188197744536
Comin' Round Again by Houndmouth,0.9598261497386311,0.9546199282687352,0.9597726538067359,0.9355320169147381,0.9432871316847591,0.9396797164027251
Salt of the Earth by Good Tiger,0.968679023343028,0.9609049255667049,0.9716039959474537,0.9537209602798098,0.9558201920724766,0.9551028965473507
Sleepwalker by Emily King,0.9605440608227684,0.9522417656065065,0.9654678331302505,0.9442057778907356,0.9481478305852984,0.9510193546015975
16 Psyche by Chelsea Wolfe,0.968207778320061,0.962119357254895,0.9690119096605765,0.9479663058048716,0.9575638393149873,0.9498452477103632
A More Perfect Union by Titus Andronicus,0.9635581477354435,0.9581493722615926,0.9603550773317964,0.952349517252389,0.9417448814337525,0.9393222675361276
Tear Me To Pieces by Meg Myers,0.9671745530996492,0.9602901909481145,0.9701084935364015,0.9526837911414527,0.9525856894571306,0.9543164411191092
Song Of Yesterday by Black Country Communion,0.9689992376469618,0.9610661316133439,0.9693825687912639,0.9475635403367153,0.9548027508689607,0.9518979560620969
Cheap Beer by FIDLAR,0.9624280179862249,0.9580470841830504,0.9613766549764318,0.9386551248002997,0.9517896115065945,0.9400506280083639
I Know There's Gonna Be (Good Times) by Jamie xx,0.9582168857426554,0.9498591750526215,0.96505679022033,0.947845242815086,0.9520023768199313,0.9531352958619226
Fall Afresh (Acoustic Version) by Bethel Music,0.9686173265583602,0.9548873739475223,0.9651143891532833,0.9399248195269471,0.9504049922062934,0.9484041960645674
Doin Bad (feat. YoungBoy Never Broke Again) by OMB Peezy,0.9477152732445118,0.9401738890346527,0.9592335546065477,0.9358131798649072,0.9453987799762004,0.9507931591934017
Sugar by Terror Jr,0.9595900088653762,0.9502447637343385,0.9629321939525219,0.9383912336688335,0.9575796383776779,0.9483063972690646
Errorzone by Vein,0.964034610681475,0.9586836985238124,0.9669507237497421,0.9496019862363946,0.9562285426363999,0.9521304528113027
Gracefully Facedown by The Devil Makes Three,0.9667673349791703,0.9577579136911346,0.9653104795826468,0.9438472884888259,0.9509303999433159,0.9470135126982623
The Permanent Rain by The Dangerous Summer,0.9656172603637434,0.9571058568888677,0.969202155917048,0.9500960637844154,0.9518553925184677,0.9538727676030362
Tenderness by Parquet Courts,0.9617236990432604,0.9523801377502523,0.9644285356805034,0.9429611950790588,0.945418527749093,0.9486326691749888
How Great Thou Art by The Singing Contractors,0.9594618472599228,0.9504807702117322,0.9550691638328664,0.9339170156413216,0.9463928447382559,0.9363296150979343
Living on the Sand by Colter Wall,0.9538635315418778,0.9417643440262018,0.9446105114928346,0.9212528624669023,0.9311252567468356,0.9230657191029228
A Soft Place to Land by Jessie Mueller,0.9598867027900844,0.9456848717780795,0.9541911109117276,0.9301485160033991,0.9340690889740384,0.9331236728492459
Not Abel by Hop Along,0.9588545386586714,0.9445875215444082,0.9593397958937735,0.9222614633646933,0.9491865361768345,0.9465165242032288
La Llorrona by DeVotchKa,0.9646964681167727,0.9537902946165611,0.9566537170611382,0.9332119231233844,0.941540138723797,0.932609216685991
Better With You by Jacob Sartorius,0.9556677817972274,0.9498002516669968,0.9635789230409081,0.9517720563472007,0.9442513557246812,0.9498845644068817
Forever for Now by LP,0.9644287843083197,0.9527279378294916,0.9627721768090716,0.9405348016180677,0.9523740304538925,0.9448327243639352
Angry Heart by Otherwise,0.9591520163598758,0.9565270625282432,0.9619385039568091,0.9489720578345694,0.948367129483632,0.9428066191949602
18 by My Silent Bravery,0.965979476063708,0.9582764625896997,0.969751228607646,0.9526178823330278,0.9571036750126305,0.9550339636339349
Honky Tonkin by Big Smo,0.9639363353902632,0.9492866528158144,0.9635528273371431,0.9435359557327012,0.9484905983476273,0.946580277907649
X by Jackson Wang,0.950696960206366,0.9413718616026918,0.9607017844357673,0.9379737411122665,0.9404089919266299,0.950165031152219
Besame (feat. Baby Rasta) - Remix by Revol,0.953008187919202,0.9435590823594122,0.9597085786896831,0.9310485317141611,0.9550559438600117,0.9480918960310738
Pâquerette (Without Me) by With Confidence,0.9614618300435525,0.9508838448578999,0.9609083363449146,0.9407147625418595,0.9472432442096154,0.9462662470449705
All of These Years by The Steel Woods,0.9638644892875196,0.9542601094098038,0.9699191701101257,0.9470522087994748,0.9544669771690402,0.9568488387958216
Zebra by John Butler Trio,0.9617888645938132,0.9529872031861897,0.9650341173639728,0.938853632361929,0.9517509205548496,0.9478881004702693
Ready To Love (feat. Yella Beezy) by The Bonfyre,0.9471224150017175,0.9408338995870256,0.9587219538848692,0.9365100730987785,0.9408889017020474,0.9496241457714552
Ride On / Right On by Phosphorescent,0.9671561230061557,0.9576945705419906,0.9678220211957733,0.9453353664456005,0.9564514910188053,0.9555014825106998
Punk Rock Saved My Life by Cokie the Clown,0.9560966980472618,0.9563332207918437,0.9638659975898134,0.9567757436337935,0.9436780002735232,0.9455681527296325
Leap of Faith by The End Machine,0.9561700980931985,0.9574796491902502,0.9626399121284493,0.9608879101501797,0.9446352862961774,0.945797982807741
The Woods by The White Buffalo,0.9617338823659103,0.9522154122649744,0.9580441416695684,0.9481091636461854,0.9422830103647964,0.9416096039079259
Our Lady of the Desert by William Tyler,0.9697980553061432,0.9640967657156903,0.9689595262263216,0.9565733369560399,0.9476573679488702,0.9496200021669551
I Didn't Plan It by Keala Settle,0.9552547947650427,0.9501384391338361,0.9564526382619365,0.9430004419728525,0.9386080293520296,0.9393125440792285
Pain Away by YBN Nahmir,0.9619593960986487,0.9497017523117748,0.9685547574768665,0.9436326664647077,0.9530484700157454,0.956523180360547
Baby Boy by Kevin Abstract,0.973857568277899,0.9583541116024896,0.9663736539255833,0.9373187084292202,0.9601124056228292,0.9476722473185542
You Can Be MY GirlFriend by KUN,0.9505715598851101,0.948756828813989,0.9607436855089917,0.9568264280068678,0.9380279883781677,0.9458182244860358
Circle Getting Smaller by Albee Al,0.9482750832599975,0.9382509848408087,0.9571687667606537,0.9345169455261775,0.9453611919474778,0.946900522233677
Pull Up by KUN,0.9610258630845541,0.9516906198194826,0.9690877254351987,0.9439228792942174,0.9554301666334575,0.9593327816070638
Border Line by King Krule,0.9627946300567733,0.9540915829159855,0.9649310757782256,0.9395967853641425,0.947767678330644,0.9470136031895009
New Salem by Misery Index,0.9670710709133659,0.9612224939259651,0.9749307135264655,0.949279323123177,0.9612551989292007,0.9606980993011086
Bless the Broken Road by GENTRI,0.9615930780486578,0.9515247039438031,0.9537884292224165,0.9373525731625936,0.9424554976074462,0.9323740389506396
Blue by You by Turnstile,0.9717889498610077,0.9616094290220413,0.97459067503196,0.9548387361782198,0.9567040467448806,0.9615432913668152
Concrete Beast by Pig Destroyer,0.970291587181552,0.9625416770249934,0.9752232045712197,0.9533569279141559,0.9606729642761548,0.9589869337886057
Enemy by Call of All,0.9596223603722107,0.9508755274407945,0.9606448212997083,0.9369278773192353,0.952111447323467,0.9424420891862161
Spring 봄 (feat. Sandara Park) - Reggae ver. by Park Bom,0.9578858054727365,0.9504742512899448,0.9645740062887056,0.9407253986075425,0.9547174319439822,0.9507150622300159
Wastin' My Mind by The Wood Brothers,0.9597141519645942,0.9530247720945147,0.9567436705980557,0.9502633289941824,0.9414088817416824,0.937905233871231
"Adult Swim (feat. Tyga, Jeremih, & Velous) by DJ SpinKing",0.9476095171430429,0.9423091199075482,0.9571906620373194,0.9307056125486178,0.9428905322318919,0.9466001068801236
1 on 1 by Blac Youngsta,0.9366786879855702,0.9318312434142757,0.9545435967859084,0.9296077430002604,0.9406224076899332,0.9457453022221289
"Raise Your Fist, Evangelist by Powerwolf",0.9667423732372471,0.9595760562594143,0.9685468951369077,0.945171575226562,0.9544830387666807,0.9493228738839294
I Remember by Bully,0.9690873155821929,0.9594902189031573,0.9668975225412295,0.9459384992619861,0.9507090999534961,0.9476164163889889
Starry Night by Mamamoo,0.961196542983238,0.9531025186547313,0.9623815127112894,0.9435399749911544,0.9479249824910949,0.9456882974420965
Stand By You by The Wild Feathers,0.9694732141301984,0.961503814613246,0.9722548645284743,0.9532030927979432,0.9553158778491792,0.9559884951636133
Come Back Down by Flatland Cavalry,0.9651600846730867,0.9579605158436408,0.969571271779748,0.9471391159629945,0.9503807567833522,0.9547678090193621
The Way Life Goes (feat. Oh Wonder) by Lil Uzi Vert,0.9571524238488336,0.9482147901947054,0.9586194762837399,0.9348381696218528,0.9477167914669027,0.9420190474558301
Do It Again (feat. R.A. the Rugged Man & Rittz) by Whitney Peyton,0.9607146607937271,0.9533835376511918,0.9669251488824948,0.9427029386301309,0.951186274592541,0.9532800660374291
WHERE TO FIND ME by HARDY,0.9660704086202709,0.9575640377237781,0.9643717491362847,0.9423112211636575,0.9555902495681512,0.946415454386766
Believe by Don Diablo,0.9640496798495141,0.9560813431414084,0.9692629584269541,0.9546167330474837,0.9532643192967957,0.9544903467826955
Man by Skepta,0.9592597172038273,0.9508970565223203,0.9693813558568508,0.9509074607400727,0.9526713324960638,0.9568615845690692
Valentine - Acoustic by Kina Grannis,0.9437690073638016,0.9320936453790193,0.9515858518431132,0.9199850698350189,0.9323129391736865,0.9379846542825008
Love Has All Been Done Before by Jade Bird,0.9654333055452824,0.958142116308114,0.9675051095804388,0.9470178887159739,0.955266600156262,0.9520226697758047
The Stillness At The End by Nita Strauss,0.9638244368413817,0.9585472605533605,0.9698470381254494,0.9472815314461789,0.9583754446365369,0.9551179867366031
iT by Christine and the Queens,0.9598609506606197,0.94831507587771,0.9638108467916363,0.951069915244172,0.9497099079619669,0.9505951296495474
Wolves by Phosphorescent,0.9629259579116096,0.952307742806989,0.9576103107841577,0.9353882934750256,0.9455916470355088,0.9351313161129919
Rats In The Walls by Culture Abuse,0.9656431452022631,0.9574358688861866,0.9676875701658587,0.9496055429582914,0.9535531222432432,0.9506889534750902
Open Desert by Big Thief,0.9662084802233233,0.9568429850101599,0.9651273545030943,0.9470250555981938,0.9512655172382232,0.9481217054603313
Where You Let It Go by I The Mighty,0.9693228902711808,0.9576968897469352,0.9639255864663661,0.9409469824470401,0.9560714110346709,0.9464437127228835
Spring Breeze by Wanna One,0.9553555802293852,0.9514781863829902,0.9593978325818975,0.9639966993365068,0.9448289396199916,0.9442345269372399
Last Kiss by Minus the Bear,0.9648130112914375,0.9604159803372415,0.9641174779747714,0.9583120846061569,0.9503827743668177,0.9440340208599443
How Can I Be Sure by Durand Jones & The Indications,0.966214420992292,0.9546448061461794,0.9607147946828133,0.9336092343801825,0.953477349818267,0.9433384860754451
The Matador by The White Buffalo,0.9623261143052977,0.9596272810182349,0.9577671235799322,0.9484368381358979,0.939754048928733,0.9344374522796031
Amsterdam - Recorded at Spotify Studios NYC by Mandolin Orange,0.9660119262409655,0.9493113577514907,0.9547859259733069,0.9273484996651851,0.9473677634510829,0.9346619293420613
Dive by Lexy Panterra,0.9576760590890094,0.9469200471044557,0.9651059913662579,0.9461575122226478,0.9494596205079368,0.9550662573354696
ANXIETY PANORAMA by La Dispute,0.9730183111142418,0.9668430579231939,0.9735647404276753,0.9514265803196388,0.959808247864017,0.9541073852486488
Drowning (feat. Kodak Black) by A Boogie Wit da Hoodie,0.9583186640244086,0.9499575315989137,0.9612255187054408,0.9406680295836283,0.9502020224820833,0.9480664375953349
I Hope by Gabby Barrett,0.9639445780336214,0.9531883846170899,0.9728237778228399,0.9432518899237463,0.957915450704687,0.9604403451305774
Bet (feat. Skepta & Michael Phantom) by Octavian,0.9438435946100405,0.9348968184884857,0.95686668884263,0.9345502520985574,0.943637311949641,0.9479637615901897
I'm Free (At Last) by Masked Intruder,0.9641913364796014,0.9603097544433025,0.9692500668207362,0.9475172870674125,0.9524561697815584,0.9524390444394204
Merely Avoiding by Greensky Bluegrass,0.9690424612331241,0.9571472315925825,0.9640121868269671,0.9407300778039471,0.9454573344304438,0.9400346074305846
Expectations by Lauren Jauregui,0.9504593107465579,0.9423534150656585,0.960615087811877,0.93513461314164,0.9412728995560451,0.9474841461754429
MOVE by TAEMIN,0.9597523114790059,0.950409854687717,0.9665134559101016,0.9414013277784371,0.9514662019520427,0.9542353514621896
Learned to Surf by Superchunk,0.9638144534120325,0.9604449345205561,0.9683924808675697,0.9521885130131267,0.9516910296088383,0.9501119318440221
All Night - Alan Walker Remix by Steve Aoki,0.9593369159823528,0.9521220854352206,0.968953070560053,0.9561342868470634,0.9444922899988887,0.9561853163706115
Necessary Evil by Unknown Mortal Orchestra,0.9473235341176665,0.9376829866137599,0.9579597142923415,0.936715264161984,0.944544261142088,0.9508581742092168
We Are The Others (New Ballad Version) by Delain,0.9637722507271056,0.9579871943813951,0.9641489451547575,0.9568490693474263,0.9413151973569295,0.9451090274003086
Seeing It by Bully,0.9681340021519296,0.9598974339956489,0.9708032720273263,0.9502864487108489,0.9543809123653417,0.9556526618028747
Forever & Ever More by Nothing But Thieves,0.9425024455682658,0.9458317936878229,0.9500612670098937,0.9631371944623448,0.9250708683825117,0.9317390119811083
Brother Highway by Ned LeDoux,0.9691996318601201,0.9572179769058242,0.9673383008874163,0.9413154686954899,0.9515221712493817,0.9482830599742305
The Hound and the Fox by I The Mighty,0.9633374213113038,0.954681859927613,0.9657929272344425,0.944660239166112,0.9523425626522946,0.9518405700414808
Lose It by SWMRS,0.9547684652759895,0.9493220250600738,0.9589888190198375,0.9551254194582159,0.9350531959592177,0.9436082720148131
Zum Zum - Remix by Plan B,0.9533871543587096,0.946150570221805,0.9621932156528054,0.9420053091492209,0.9453798849105813,0.9515267249273874
Property (feat. Keke Palmer) by TK Kravitz,0.944710037789551,0.9383932690263216,0.9562949213703421,0.938232931085124,0.9374562645830127,0.9465551896100491
Turn It Up by Tyler Rich,0.9551657277005655,0.9479494196160092,0.9590752563210958,0.9425064097445741,0.9468813273821838,0.9449195131203265
Bingo by Jacob Sartorius,0.9372618353904425,0.9308433683011594,0.9536473348492049,0.9316742102922109,0.9369404468749134,0.948111650460031
Beverly Hills (feat. Devin Morrison) by Phonte,0.9559043355444087,0.9454029337272671,0.959028947249398,0.9459591417635138,0.9395357734360037,0.9449439535164574
Iris by Kina Grannis,0.9613638862904774,0.9495385829907426,0.9610274210035881,0.9368070747764445,0.9442156659313974,0.9438658097465027
The Fox in Motion by Hop Along,0.9661984782408306,0.9558473990757734,0.9688809154246134,0.9401714870020508,0.9568487529945446,0.953650598676363
Sober to Death by Car Seat Headrest,0.9662226211948846,0.9558757523965122,0.9659889693223247,0.9434370289119027,0.9510321671265126,0.9510980085663134
Bella - Remix by Wolfine,0.9505716956856807,0.9415328474447429,0.9578400838409222,0.938524282127709,0.9419230358163962,0.9486464498437461
Fallin' (feat. Russ) by Derez De’Shon,0.953607607062507,0.9456213192017855,0.9624782537969573,0.9381137488886068,0.9473970904636358,0.9510141281676876
Hope by Blood Orange,0.9557977843787908,0.9465730880700995,0.9640834269872484,0.9490197000095503,0.944141393551861,0.9535276750972641
Weightless Part 4 by Marconi Union,0.9754727478370735,0.9649893034285257,0.9698190155895927,0.9460338662472387,0.9528750927512849,0.9497978195430503
Round n Round by Landon Cube,0.9615208329212909,0.9536775158936808,0.9663106131974237,0.9466023600692214,0.9518734218807215,0.9522418148608955
Sleepless by Marconi Union,0.9629728343999863,0.9501221646686815,0.9526573578202406,0.9280239989859009,0.9414332744137416,0.9285280229953531
No Return by Uncle Acid & The Deadbeats,0.9584648084350225,0.9523106312561633,0.9495106859612814,0.9276957181404908,0.9438116714310951,0.9236863028575619
Te Necesito by Julio Elias,0.9571691174958804,0.9479591245420056,0.9599554179591464,0.9323735679592603,0.9480061283155843,0.9452725603689502
Feels Right by Alina Baraz,0.9544694152358789,0.9446622838627527,0.9612867059752676,0.9326702922063687,0.944564569347584,0.948880395068681
Something Good by The Damned Things,0.9619357909743836,0.9581129531555204,0.9653432272573517,0.9599859119596965,0.9477581146594518,0.9459742894633889
Cut Up by Blac Youngsta,0.9433423820486058,0.9328194303226107,0.9530740312393868,0.9329109458387785,0.9343327340875347,0.9451993011349614
Gemini by Tyla Yaweh,0.94921010153793,0.9383164032983788,0.9570462884194719,0.9365464414099649,0.9414299938106335,0.9471035663332945
Angel Eyes by New Years Day,0.9625921471988264,0.9612045385436001,0.9647061194794735,0.9480787715720187,0.9462408076741902,0.9439530036192881
Paul by Big Thief,0.9638390248242998,0.9501587773557232,0.9676899539338528,0.9397962587179942,0.9492464570646262,0.9552955457546344
Jackson Station by The Band Of Heathens,0.9518899356743304,0.9436586690222777,0.9547278122947311,0.9364637066082884,0.9306380840830859,0.938693000066124
In the Room: Cruisin' by Gallant,0.9607405696149318,0.9530290407695887,0.9621722475439272,0.9460309381784626,0.9462099452063281,0.9466081816403273
Monterey by The Milk Carton Kids,0.9644917842900413,0.9540993182226533,0.9645383589951714,0.9435288314614241,0.9523858918035715,0.9489890610989831
Disappear (Feat. Lynn Gunn) by Tonight Alive,0.9400698468101001,0.9357397986015275,0.9483110310911768,0.9531125560655791,0.911576001120331,0.9311127544626039
Fat Bottomed Girls by Small Town Titans,0.9698647677882224,0.9627089383595586,0.9736827631613163,0.9463192385786685,0.9590265936505994,0.9558016571028316
Red Roses (feat. Landon Cube) by Lil Skies,0.9638317907843362,0.9554704754981682,0.9677520939437207,0.9430829870762056,0.9532514859222616,0.9519424482359518
Varieties of Exile by Beirut,0.964132398849157,0.9586243372431141,0.9628812916188669,0.9621922421935492,0.9443852784352809,0.9423348368518081
Cup of Mephistopheles by The Faceless,0.9617463208936219,0.9521026665833258,0.9720635896269405,0.9529184789108627,0.9535768469895533,0.9615233365991884
I've Got Your Six by Stephanie Quayle,0.9613395216032556,0.9512815726211961,0.9658659384751708,0.9436254176116442,0.9506609521406101,0.9530637757055782
Haunted Love by Tal Wilkenfeld,0.9621154323312675,0.9491896264899542,0.9541088434523076,0.9253235696717415,0.9428191431030069,0.932183110706425
Feel Alive by Tiny Moving Parts,0.9586051976616436,0.9506909554786855,0.9628660651210935,0.9353257522632478,0.9532204544449747,0.9485337261007646
Soakin' Wet by Steve Grand,0.9659009363075579,0.9588008362091394,0.9717463864745446,0.9546508975466208,0.9564194234514141,0.9587587981363038
Anesthesia by Vein,0.9630720573603426,0.9558330913302615,0.9672462005519448,0.9363864617963304,0.9612514791658306,0.952890361978605
Toe Cutter - Thumb Buster by Thee Oh Sees,0.9619957492537445,0.9592021338769667,0.9633052371484925,0.9524247839696348,0.9454470753213022,0.9423796312287659
Heard It All Before by Dinah Jane,0.9515472684366363,0.9427665018391782,0.9614230204664302,0.9362161015641313,0.9497227752765294,0.9485085302314549
One Last Soul by Black Country Communion,0.9690296845607826,0.9593956475341084,0.9740356046971743,0.9457124790212653,0.9573237098232865,0.9606275304731763
Don't Think Twice by Hikaru Utada,0.9665115680761476,0.9549414342944853,0.9677610820099816,0.9445949026890174,0.9535403018708485,0.9535551691796664
Not Us (feat. Lil Baby & Peewee Longway) by 42 Dugg,0.9536443499258449,0.9448353536843486,0.9592006216157927,0.9373493310211706,0.9501611774255858,0.9456905636684508
One Ticket by Kizz Daniel,0.9588765088314861,0.9503163023626073,0.9678365628232559,0.9423325865005459,0.952763097886656,0.9550867778644756
Ether by Simple Creatures,0.9621546289028886,0.9537662972338644,0.9623774622774632,0.939827781697939,0.9550229997140574,0.9483876936081443
Trust by Brent Faiyaz,0.9609229929773966,0.9526799530190916,0.9664675576769913,0.9510600841098551,0.9510403479820584,0.9541941285958446
I Need You Lord by The Showers,0.9551549042119671,0.9448218933810566,0.9612515893292837,0.9355399741541957,0.9476543955465132,0.9490880039451681
Leave It Alone by Amanda Shires,0.9694094282025516,0.9590931849604473,0.970711037662082,0.9477396614259253,0.9591914327959822,0.9550032308691371
Hit Me Back feat. Blackbear by Jacob Sartorius,0.9464778673487623,0.9371332936412028,0.9550944589249228,0.9383090069940369,0.9348718385594541,0.9435769122612493
Sweet Chin Music by The Last Ten Seconds of Life,0.9679838708126912,0.9622125123824101,0.9759050377828349,0.9532045105629666,0.9599288305692726,0.9627585399235901
"Caledonia, My Love by Hiss Golden Messenger",0.9651042886206835,0.952636668152965,0.9630199121201505,0.9442810708333335,0.955022273094453,0.9463944486423521
One I Want (feat. PARTYNEXTDOOR) by Majid Jordan,0.9440258148313737,0.936728086616787,0.9561423563336341,0.9340165118604548,0.940988486697544,0.9475710948950987
Autumn by Trophy Eyes,0.9712348366109074,0.9623750542799329,0.9718700627235789,0.9515256064796495,0.9575349994795082,0.9549870342618028
Puppet Show by Ally Venable Band,0.9572493373377184,0.9512009094963898,0.9615975556564123,0.9481810718254294,0.9435953312090929,0.9425992738298958
Lady May by Tyler Childers,0.9576710336414677,0.951094682703219,0.9607138969075286,0.9392170444610726,0.9489382670737689,0.9443824592622687
Painless by Fozzy,0.9663756464247887,0.9597668927987864,0.9731286602891023,0.952143606951936,0.9578854195601028,0.9600792789317949
Shenmue by PNL,0.9606326874411503,0.950752972999718,0.9663972241994463,0.9429082393402084,0.951177308735278,0.9523386285460923
Love Drugs and Sex by A Boogie Wit da Hoodie,0.9575986918546178,0.9490851046950916,0.9605828992175204,0.9461163145083301,0.9438250680654398,0.9462705417399773
Lightning In A Jar by Molly Tuttle,0.9690925532414045,0.957377155631436,0.9618446491528214,0.9400270243794109,0.9473761905664506,0.9393889170609067
