,track_name,artist,duration,popularity,release_date,mp3,track_id,artist_id
1283,Wow.,Post Malone,149520,94,2018-12-24,,6MWtB6iiXyIwun0YzU6DFP,246dkjvS1zLTtiykXe5h60
1284,Better Now,Post Malone,231266,89,2018-04-27,,7dt6x5M1jzdTEt8oCbisTK,246dkjvS1zLTtiykXe5h60
1285,rockstar (feat. 21 Savage),Post Malone,218146,88,2018-04-27,,0e7ipj03S05BNilyu5bRzt,246dkjvS1zLTtiykXe5h60
1286,Psycho (feat. Ty Dolla $ign),Post Malone,221440,86,2018-04-27,,3swc6WTsr7rl9DqQKQA55C,246dkjvS1zLTtiykXe5h60
1287,I Fall Apart,Post Malone,223346,85,2016-12-09,,75ZvA4QfFiZvzhj2xkaWAh,246dkjvS1zLTtiykXe5h60
1288,Congratulations,Post Malone,220293,85,2016-12-09,,3a1lNhkSLSkpJE4MSHpDu9,246dkjvS1zLTtiykXe5h60
1289,Wow. - Remix,Post Malone,170053,83,2019-03-15,,0fcq51a3gOI6gPvzc0YLsk,246dkjvS1zLTtiykXe5h60
1290,Candy Paint,Post Malone,227533,81,2018-04-27,,32lItqlMi4LBhb4k0BaSaC,246dkjvS1zLTtiykXe5h60
1291,Go Flex,Post Malone,179613,81,2016-12-09,,5yuShbu70mtHXY0yLzCQLQ,246dkjvS1zLTtiykXe5h60
1292,Shoota (feat. Lil Uzi Vert),Playboi Carti,153800,77,2018-05-11,,2BJSMvOGABRxokHKB0OI8i,699OTQXzgjhIYAHMy9RyPD
1293,Magnolia,Playboi Carti,181812,76,2017-04-14,,1e1JKLEDKP7hEQzJfNAgPl,699OTQXzgjhIYAHMy9RyPD
1294,wokeuplikethis*,Playboi Carti,235535,75,2017-04-14,,59J5nzL1KniFHnU120dQzt,699OTQXzgjhIYAHMy9RyPD
1295,FlatBed Freestyle,Playboi Carti,193973,70,2018-05-11,,5nayhWICkQGMTkisxVMbRw,699OTQXzgjhIYAHMy9RyPD
1296,Love Hurts (feat. Travis Scott),Playboi Carti,180560,69,2018-05-11,,3K6U7TamNyVSWcFH8pCQHX,699OTQXzgjhIYAHMy9RyPD
1297,Paid In Full,SAFE,202080,67,2019-04-05,https://p.scdn.co/mp3-preview/5e0f5104715d0c7195c73b564ad6a447791e1bfd?cid=80aa7a928c4541428fab1590b72d13b5,1CFbMhxQjCT3OH3YLvBkNF,3bnpcWBcvlfq4hPFJjNPbz
1298,R.I.P.,Playboi Carti,192026,67,2018-05-11,,3L0IKstjUgDFVQAbQIRZRv,699OTQXzgjhIYAHMy9RyPD
1299,Fell In Luv (feat. Bryson Tiller),Playboi Carti,206333,66,2018-05-11,,1s9DTymg5UQrdorZf43JQm,699OTQXzgjhIYAHMy9RyPD
1300,Foreign,Playboi Carti,142893,65,2018-05-11,,500l6Cwe40hkPqS7Sf7ufY,699OTQXzgjhIYAHMy9RyPD
1301,New Choppa,Playboi Carti,126043,65,2017-04-14,,30sc425JEvj3tgmGAKORea,699OTQXzgjhIYAHMy9RyPD
1302,Polaroid,Jonas Blue,193377,71,2018-11-09,,6XqvFyJGdUD5IWee02ARKU,1HBjj22wzbscIZ9sEb5dyf
1303,Strip That Down,Liam Payne,204502,80,2017-05-18,,4Ro98RCK90oHqqSZUnTFq5,5pUo3fmmHT8bhCyHE52hA6
1304,Familiar,Liam Payne,196552,74,2018-04-20,,0Y4hwUppbGc8aIBmiTz30A,5pUo3fmmHT8bhCyHE52hA6
1305,For You (Fifty Shades Freed),Liam Payne,244600,72,2018-11-23,https://p.scdn.co/mp3-preview/fe4a204aeca82d30cc4164a36fcbc55943ced370?cid=80aa7a928c4541428fab1590b72d13b5,1YQPmgqj0dhqOcrkfuHHKj,5pUo3fmmHT8bhCyHE52hA6
1306,Get Low (with Liam Payne),Zedd,204583,68,2017-07-06,,2syQ0f4SAQdzvlAewPl1DJ,2qxJFvFYMEDqd7ui6kSAcq
1307,Bedroom Floor,Liam Payne,188346,67,2017-10-20,,1OG4nxGMy72EklX2DwcN3Z,5pUo3fmmHT8bhCyHE52hA6
1308,First Time,Liam Payne,192587,66,2018-08-24,,63MtMwfhxUvM2cyUNb5Iux,5pUo3fmmHT8bhCyHE52hA6
1309,Strip That Down - Acoustic,Liam Payne,184475,62,2017-06-16,,1Ddj6nkhUP3lHpLvDqPsvC,5pUo3fmmHT8bhCyHE52hA6
1310,Polaroid - Acoustic,Jonas Blue,217586,59,2018-11-23,,2f2gz6LZSz67HWq84Hqn2j,1HBjj22wzbscIZ9sEb5dyf
1311,Depend On It,Liam Payne,171450,52,2018-08-24,,6ThLEtlcwkl7yHlutFAew1,5pUo3fmmHT8bhCyHE52hA6
1312,This Is It,Scotty McCreery,230973,73,2018-03-16,https://p.scdn.co/mp3-preview/8c84229518688cf9801b35046f3f4f61bee6efb2?cid=80aa7a928c4541428fab1590b72d13b5,34DFpyq5NJJ79GnGbbJH3p,6ZV6lGY0prbqpTD0Md8i29
1313,In Between,Scotty McCreery,221600,67,2018-03-16,https://p.scdn.co/mp3-preview/99d3f74b62d72ebdad66083fac6436aa585325ef?cid=80aa7a928c4541428fab1590b72d13b5,4bZsLI9lZgSu3MN99kDbic,6ZV6lGY0prbqpTD0Md8i29
1314,Five More Minutes,Scotty McCreery,241146,65,2018-03-16,https://p.scdn.co/mp3-preview/8a3d104fa87814509969c609d6e2baa469b5a880?cid=80aa7a928c4541428fab1590b72d13b5,1eFrhAmzoQnTlwvnqvLt7D,6ZV6lGY0prbqpTD0Md8i29
1315,See You Tonight,Scotty McCreery,226320,59,2013-01-01,,54RCDE1TAewECyX4WDUVm1,6ZV6lGY0prbqpTD0Md8i29
1316,Feelin’ It,Scotty McCreery,198226,56,2013-01-01,,0ABHhxQTaluB94ohp2RLSr,6ZV6lGY0prbqpTD0Md8i29
1317,The Trouble With Girls,Scotty McCreery,229573,55,2011-01-01,,0Yvyj5YkjSBNgD4Ai0clSG,6ZV6lGY0prbqpTD0Md8i29
1318,Forget To Forget You,Scotty McCreery,238093,52,2013-01-01,,4M3EQoDaaF5j6Q9hZubfgz,6ZV6lGY0prbqpTD0Md8i29
1319,I Love You This Big,Scotty McCreery,246120,52,2011-01-01,,3wtKovRRtvu6wbTjeKA26Q,6ZV6lGY0prbqpTD0Md8i29
1320,Wherever You Are,Scotty McCreery,185653,49,2018-03-16,https://p.scdn.co/mp3-preview/8f0843449e4d5b6709f9964f3bbac64aceb2b866?cid=80aa7a928c4541428fab1590b72d13b5,1epkfJh7ST3fvlKaZyItIE,6ZV6lGY0prbqpTD0Md8i29
1321,Seasons Change,Scotty McCreery,226413,46,2018-03-16,https://p.scdn.co/mp3-preview/eb78ec893f7b8f95d4ff80fd8ee5c5c7441723af?cid=80aa7a928c4541428fab1590b72d13b5,7qpsTWJNTfvqtX1gXaqut0,6ZV6lGY0prbqpTD0Md8i29
1322,I Will Wait,Mumford & Sons,276720,69,2012-09-25,https://p.scdn.co/mp3-preview/261bf70d28822ddc6c13d9afc91bf943d7c5229c?cid=80aa7a928c4541428fab1590b72d13b5,0hm8rgOY17z7kQJlqGKbu7,3gd8FJtBJtkRxdfbTu19U2
1323,Guiding Light,Mumford & Sons,217633,62,2018-11-16,,63J2iqaDDp92P1eZgvuELp,3gd8FJtBJtkRxdfbTu19U2
1324,The Cave,Mumford & Sons,217986,67,2009-10-02,https://p.scdn.co/mp3-preview/06cc742469a2a4e6fff0f25b00f64c2339112170?cid=80aa7a928c4541428fab1590b72d13b5,7IxVWmdabNVhfLBV3JD0nJ,3gd8FJtBJtkRxdfbTu19U2
1325,Little Lion Man,Mumford & Sons,246973,66,2009-10-02,https://p.scdn.co/mp3-preview/a8ab74efa947bade6ccb1da2fe9db37b29cce24e?cid=80aa7a928c4541428fab1590b72d13b5,6JnufVNLIO5F5Lk4sEVLeI,3gd8FJtBJtkRxdfbTu19U2
1326,Beloved,Mumford & Sons,265096,64,2018-11-16,,5V0nHhlYIjUMfcSoJ5ziRD,3gd8FJtBJtkRxdfbTu19U2
1327,Woman,Mumford & Sons,274552,61,2018-11-16,,7pEUVoZDoQg4NQwmMcyjhQ,3gd8FJtBJtkRxdfbTu19U2
1328,Believe,Mumford & Sons,221039,60,2015-05-04,https://p.scdn.co/mp3-preview/cae53ea0475f03f89916217cd116754e26bd113c?cid=80aa7a928c4541428fab1590b72d13b5,1KDPWUuA213r6M2WbWUauE,3gd8FJtBJtkRxdfbTu19U2
1329,42,Mumford & Sons,240938,60,2018-11-16,,1xjIDl9Eh5lBMjIRqMnAZL,3gd8FJtBJtkRxdfbTu19U2
1330,There Will Be Time,Baaba Maal,266930,58,2017-07-14,https://p.scdn.co/mp3-preview/8ae3041493722a926043a0ba66fe09fbeea5c756?cid=80aa7a928c4541428fab1590b72d13b5,7Ddh0jbUW6q0O1Mt7IYEPX,49z6oAiD2RpyUf5yLJs7Nf
1331,The Wild,Mumford & Sons,331693,58,2018-11-16,,4W3LpDT8Z1DrlzOrLUkoo4,3gd8FJtBJtkRxdfbTu19U2
1332,broken,lovelytheband,204878,76,2018-08-03,https://p.scdn.co/mp3-preview/11a8d7908786342801a29a88753e24ab88ba0813?cid=80aa7a928c4541428fab1590b72d13b5,6XcfKZvJio9Z0fQy11GnNX,4KJ6jujcNPzOyhdNoiNftp
1333,these are my friends,lovelytheband,208946,63,2018-08-03,https://p.scdn.co/mp3-preview/fe2357622de6e6841e45b8140817fc10cfb055d3?cid=80aa7a928c4541428fab1590b72d13b5,3lPj2nA1lIrWIpbnhNG57v,4KJ6jujcNPzOyhdNoiNftp
1334,"maybe, i'm afraid",lovelytheband,188734,62,2018-08-03,https://p.scdn.co/mp3-preview/d2cdfb8f1f5e3c63dd883f5f827fbfe1a73aa7de?cid=80aa7a928c4541428fab1590b72d13b5,4LU5CO0wa6WryKRadMqFZf,4KJ6jujcNPzOyhdNoiNftp
1335,Change Your Mind,Dillon Francis,168372,61,2019-03-29,https://p.scdn.co/mp3-preview/ecdce16c235d791a9d690305e6ae96187eefe485?cid=80aa7a928c4541428fab1590b72d13b5,6z2O61TBA5HOsVyBesIwWs,5R3Hr2cnCCjt220Jmt2xLf
1336,broken - acoustic,lovelytheband,202926,60,2018-11-16,https://p.scdn.co/mp3-preview/472c61862ceaf751a20bd5931a93543825ad5b60?cid=80aa7a928c4541428fab1590b72d13b5,4euXJuErBCqH2LEApfxI6i,4KJ6jujcNPzOyhdNoiNftp
1337,make you feel pretty,lovelytheband,230857,59,2018-08-03,https://p.scdn.co/mp3-preview/a6b655948721caad105d4976052006dda6a88c93?cid=80aa7a928c4541428fab1590b72d13b5,4hTApLB99sWDeb1RPsrSye,4KJ6jujcNPzOyhdNoiNftp
1338,"don't worry, you will",lovelytheband,197000,56,2017-09-22,https://p.scdn.co/mp3-preview/82f26462a1d536a19ae040206922c84fd72b4c94?cid=80aa7a928c4541428fab1590b72d13b5,09akcdeCiV2jIl6x9WpmxA,4KJ6jujcNPzOyhdNoiNftp
1339,coachella,lovelytheband,226434,55,2018-08-03,https://p.scdn.co/mp3-preview/5ce2988f507b1798dfacadd1aa85401c68de1de3?cid=80aa7a928c4541428fab1590b72d13b5,1bPJ6Ay1La8IYPCuCvQA7k,4KJ6jujcNPzOyhdNoiNftp
1340,broken - Cash Cash Remix,lovelytheband,191066,55,2018-12-14,https://p.scdn.co/mp3-preview/425b664a32d776ae4f7d9a24e2259f537cb9f6b9?cid=80aa7a928c4541428fab1590b72d13b5,5W0vgRE9B23TZDj5B7pRUO,4KJ6jujcNPzOyhdNoiNftp
1341,i like the way,lovelytheband,180000,52,2018-08-03,https://p.scdn.co/mp3-preview/b86b0ddbb72531e92d6d1453483e84ec63311128?cid=80aa7a928c4541428fab1590b72d13b5,3LjZJVUEJ06TQ8AOO2Mg8m,4KJ6jujcNPzOyhdNoiNftp
1342,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,229670,76,2018-01-12,,51rXHuKN8Loc4sUlKPODgH,28ExwzUQsvgJooOI0X1mr3
1343,Mile High (feat. Travis Scott & Metro Boomin),James Blake,193600,73,2019-01-18,,4cQrSREMqBSvJ8ZzBZjVb8,53KwLdlmrlCelAZMaLVZqU
1344,Barefoot In The Park (feat. ROSALÍA),James Blake,211200,68,2019-01-18,,3onYsieuDICdVt5ULZSExF,53KwLdlmrlCelAZMaLVZqU
1345,Bloody Waters (with Anderson .Paak & James Blake),Ab-Soul,272306,67,2018-02-09,,4KXwFI9pgJLpUIAc9oSL8j,0g9vAlRPK9Gt3FKCekk4TW
1346,Retrograde,James Blake,223600,66,2013-04-08,,2IqjKEBiz0CdLKdkXhxw84,53KwLdlmrlCelAZMaLVZqU
1347,I'll Come Too,James Blake,222400,61,2019-01-18,,6EvUAsfncetT0RcWshHCbl,53KwLdlmrlCelAZMaLVZqU
1348,Where's The Catch? (feat. André 3000),James Blake,276000,61,2019-01-18,,7omij53d6AvXefx13NNyfn,53KwLdlmrlCelAZMaLVZqU
1349,Tell Them (feat. Moses Sumney & Metro Boomin),James Blake,208400,60,2019-01-18,,1RYibLoUBdckot7lYPxu96,53KwLdlmrlCelAZMaLVZqU
1350,Mulholland,James Blake,190541,60,2019-01-18,,1HH74T0lQrV21hkc5KmPZ5,53KwLdlmrlCelAZMaLVZqU
1351,I Need A Forest Fire,James Blake,257219,59,2016-05-05,,0TLAptKgYxe7F0KewWH6X6,53KwLdlmrlCelAZMaLVZqU
1352,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,182623,88,2018-10-24,,5JEx7HbmvHQQswJCsoo9rA,0X2BH1fck6amBIoJhDVmmJ
1353,Sixteen,Ellie Goulding,201072,86,2019-04-12,,4PkIDTPGedm0enzdvilLNd,0X2BH1fck6amBIoJhDVmmJ
1354,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,252534,67,2015-11-13,,2l8w0zZVn4AZNuzrht7MRT,0X2BH1fck6amBIoJhDVmmJ
1355,Flux,Ellie Goulding,229783,74,2019-03-01,,4zb3kFL9fXrrfTwIY4CcDy,0X2BH1fck6amBIoJhDVmmJ
1356,First Time,Kygo,193511,72,2017-04-28,https://p.scdn.co/mp3-preview/f5e35495b56260a06a92b308d616ab71e079e903?cid=80aa7a928c4541428fab1590b72d13b5,2Gl0FzuLxflY6nPifJp5Dr,23fqKkggKUBHNkbKtXEls4
1357,How Long Will I Love You - Bonus Track,Ellie Goulding,154435,64,2013-01-01,,0ZPfDxZn5O0L84wvPSN2iG,0X2BH1fck6amBIoJhDVmmJ
1358,Close To Me - Red Velvet Remix,Ellie Goulding,191099,70,2019-04-05,,696Y3Jx3k4Rjsw8gm2q4l4,0X2BH1fck6amBIoJhDVmmJ
1359,Burn,Ellie Goulding,231211,65,2013-01-01,,0xMd5bcWTbyXS7wPrBtZA6,0X2BH1fck6amBIoJhDVmmJ
1360,"Still Falling For You - From ""Bridget Jones's Baby""",Ellie Goulding,240867,67,2016-08-19,,3odrUVQ9tvRpkC9II2oWzx,0X2BH1fck6amBIoJhDVmmJ
1361,Hollow Crown,Ellie Goulding,171320,66,2019-04-26,https://p.scdn.co/mp3-preview/ffa5aca7006157202107e7cd767be850a5887651?cid=80aa7a928c4541428fab1590b72d13b5,15baNmdl3WSqSKnT0YDG2v,0X2BH1fck6amBIoJhDVmmJ
1362,The Look Of Love,Diana Krall,282000,61,2001-01-01,,3CDHydgW0ssTh59f0jy1y3,5z1VAFwT35EVvCp1XlZZuL
1363,Night And Day,Diana Krall,278293,61,2017-05-05,,5gSYmTVASekarEoK4puiRD,5z1VAFwT35EVvCp1XlZZuL
1364,Let's Fall In Love,Diana Krall,258959,60,1999-01-01,,4IVyX0UJzGyUk0MLiz1jVJ,5z1VAFwT35EVvCp1XlZZuL
1365,Just The Way You Are,Diana Krall,300520,57,2002-01-01,,1GGK81j5LaThJjnJHhfGDq,5z1VAFwT35EVvCp1XlZZuL
1366,'S Wonderful,Tony Bennett,170186,55,2018-09-14,,4tqGZzY8YmngfaTqUAHENj,2lolQgalUvZDfp5vvVtTYV
1367,L-O-V-E,Diana Krall,260986,54,2017-05-05,,1shrhyVVd0fHk6PoC3kx7j,5z1VAFwT35EVvCp1XlZZuL
1368,Alone Again (Naturally),Diana Krall,230680,42,2014-10-21,,1UhJzLDFPPUXqC1bmNIlc0,5z1VAFwT35EVvCp1XlZZuL
1369,Squeeze Me,Diana Krall,337866,54,1995-01-01,,5kyfBYQcu5Swr0i80s8zLJ,5z1VAFwT35EVvCp1XlZZuL
1370,Dream,Diana Krall,243480,53,2017-05-05,,6hKvRPUWKXik0wl3EW7TW2,5z1VAFwT35EVvCp1XlZZuL
1371,They Can’t Take That Away From Me,Tony Bennett,203520,52,2018-09-14,,0F73NxI5rMBio3hk9HGPLp,2lolQgalUvZDfp5vvVtTYV
1372,The American Nightmare,Ice Nine Kills,249746,62,2018-10-05,,04K2bMi2vyOBwxr5EjDq5O,52qKfVcIV4GS8A8Vay2xtt
1373,A Grave Mistake,Ice Nine Kills,184226,61,2018-10-05,,2mMNBgFRyEiRoGvrdoONeq,52qKfVcIV4GS8A8Vay2xtt
1374,Stabbing In The Dark,Ice Nine Kills,276866,60,2018-10-05,,7H5q9RsWBDRrKq2qCdv2HG,52qKfVcIV4GS8A8Vay2xtt
1375,Someone Like You,Ice Nine Kills,275968,58,2013-01-15,https://p.scdn.co/mp3-preview/b3718676bd3fa579bf58f6ddfa34381b15452398?cid=80aa7a928c4541428fab1590b72d13b5,4aKOM2dmLTB5U5qsFhb8u4,52qKfVcIV4GS8A8Vay2xtt
1376,Thank God It's Friday,Ice Nine Kills,263640,57,2018-10-05,,6eHkHIGGcGatFhhqeuRWFN,52qKfVcIV4GS8A8Vay2xtt
1377,IT Is The End (ft. JR Wasilewski & Buddy Schaub of Less Than Jake and Will Salazar of Fenix TX),Ice Nine Kills,288120,54,2018-10-05,,19u5pVvN3Ud0u3bPaq6Lnn,52qKfVcIV4GS8A8Vay2xtt
1378,Communion Of The Cursed,Ice Nine Kills,270413,52,2015-12-04,,19tyg2Ons2b39L4QVPLq4I,52qKfVcIV4GS8A8Vay2xtt
1379,Enjoy Your Slay,Ice Nine Kills,255013,52,2018-10-05,,20WSWrWhZgiEMvVWu5XuFl,52qKfVcIV4GS8A8Vay2xtt
1380,The Jig Is Up (feat. Randy Strohmeyer of Finch),Ice Nine Kills,237933,51,2018-10-05,,6sLLOGba3eASfNam3bA8wV,52qKfVcIV4GS8A8Vay2xtt
1381,Rocking The Boat,Ice Nine Kills,246226,51,2018-10-05,,0SE4Gr2tOynUanztsaqnZl,52qKfVcIV4GS8A8Vay2xtt
1382,Black Brick,Deafheaven,447297,44,2019-02-27,https://p.scdn.co/mp3-preview/eef5df15361d3be2ec8a114b655fb84976b1c57d?cid=80aa7a928c4541428fab1590b72d13b5,63OqMoUP4Racq9holZo6dU,4XpPveeg7RuYS3CgLo75t9
1383,Dream House,Deafheaven,554573,44,2013-05-28,https://p.scdn.co/mp3-preview/dcba7c58382d737641458a49b226f96cc3330f6c?cid=80aa7a928c4541428fab1590b72d13b5,6l3A2EWZSOA8LTMmzRCyD3,4XpPveeg7RuYS3CgLo75t9
1384,Honeycomb,Deafheaven,664440,43,2018-07-13,https://p.scdn.co/mp3-preview/45c096faee2d46f2c4dc40601f93030af4ad3a43?cid=80aa7a928c4541428fab1590b72d13b5,0G0NKx220sZpjXC4LSoCkA,4XpPveeg7RuYS3CgLo75t9
1385,You Without End,Deafheaven,456440,42,2018-07-13,https://p.scdn.co/mp3-preview/65bf1b1de737529b482ff0406cd0ff549db07e79?cid=80aa7a928c4541428fab1590b72d13b5,3Jai674s9zQJJxsgsyRBHz,4XpPveeg7RuYS3CgLo75t9
1386,Canary Yellow,Deafheaven,737408,40,2018-07-13,https://p.scdn.co/mp3-preview/b40ae32071f554f3f676e20d9020e6e186246ce9?cid=80aa7a928c4541428fab1590b72d13b5,4hNAvUCdwOdsnuiHayERXQ,4XpPveeg7RuYS3CgLo75t9
1387,Near,Deafheaven,328642,39,2018-07-13,https://p.scdn.co/mp3-preview/40ed54b3d1754770559888b0ecd69a0130a80bf7?cid=80aa7a928c4541428fab1590b72d13b5,2nznScQCuL4r9OKMr4A7qc,4XpPveeg7RuYS3CgLo75t9
1388,Sunbather,Deafheaven,616786,38,2013-05-28,https://p.scdn.co/mp3-preview/8833bb24736b75c6334580492c0b039615f31307?cid=80aa7a928c4541428fab1590b72d13b5,1XIlhPjBt4udymVWzcPrwm,4XpPveeg7RuYS3CgLo75t9
1389,Irresistible,Deafheaven,193120,38,2013-05-28,https://p.scdn.co/mp3-preview/e451f7dfc80a4fb2a7da1c0d4d8d0a620bf605d9?cid=80aa7a928c4541428fab1590b72d13b5,3EAUSlUzVTLhxLn8Fhpz5V,4XpPveeg7RuYS3CgLo75t9
1390,Brought to the Water,Deafheaven,517430,37,2015-10-02,https://p.scdn.co/mp3-preview/e831a3686122e5aaaf5a56ef039676062d96ecb7?cid=80aa7a928c4541428fab1590b72d13b5,0ZA9Zg4umQEzdB3Fv8qr4E,4XpPveeg7RuYS3CgLo75t9
1391,Glint,Deafheaven,657005,36,2018-07-13,https://p.scdn.co/mp3-preview/3c5d61eb9e4a45cb345b1c134b7c1816a35854d6?cid=80aa7a928c4541428fab1590b72d13b5,2x5OP2zk25OLNuErjOinfY,4XpPveeg7RuYS3CgLo75t9
1392,Faucet Failure,Ski Mask The Slump God,145626,86,2018-11-30,,1ThmUihH9dF8EV08ku5AXN,2rhFzFmezpnW82MNqEKVry
1393,Nuketown (feat. Juice WRLD),Ski Mask The Slump God,166400,79,2018-11-30,,74lnM5V6ecvoTPV0fvptx9,2rhFzFmezpnW82MNqEKVry
1394,Foot Fungus,Ski Mask The Slump God,129546,76,2018-11-30,,3EikYy40GMSp8l5mDV6IQo,2rhFzFmezpnW82MNqEKVry
1395,Take A Step Back,Ski Mask The Slump God,210386,75,2018-02-02,,2gQYziDV5cSTRSqr6akzi5,2rhFzFmezpnW82MNqEKVry
1396,Catch Me Outside,Ski Mask The Slump God,145760,74,2018-02-02,,4rgwri7LajWVZvdj2N81SS,2rhFzFmezpnW82MNqEKVry
1397,BabyWipe,Ski Mask The Slump God,168626,73,2018-02-02,,6eKWSrZfzd25TYYxkscWgg,2rhFzFmezpnW82MNqEKVry
1398,Costa Rica (feat. Ski Mask the Slump God),Ronny J,120018,72,2018-02-23,https://p.scdn.co/mp3-preview/7ffb910d6df79c5d00ad908b20d3658c050e34d7?cid=80aa7a928c4541428fab1590b72d13b5,6JxdRch1BQkPVUWjcuudvI,3TKCdsX8yNNoiC1gesn6or
1399,Unbothered,Ski Mask The Slump God,138426,68,2018-11-30,,5hwUsRKvnO5yThjVrxHQVt,2rhFzFmezpnW82MNqEKVry
1400,Make Eem Run!,Bass Santana,192000,68,2019-01-23,https://p.scdn.co/mp3-preview/36dd860eaf88556c9f252dfad15ac200a4f823f3?cid=80aa7a928c4541428fab1590b72d13b5,44nlOJLjLqwNgYcT277V25,0O1cTzccAEKaEFShgzAK9V
1401,Save The Day (feat. Coi Leray & LouGotCash),Ski Mask The Slump God,178720,67,2018-12-14,,0vkzRCT7wzqWCFJw5TN1MQ,2rhFzFmezpnW82MNqEKVry
1402,Take It From Me,Jordan Davis,174254,73,2018-03-23,,3dCZm5HrG0jIXAHfNkg2H0,77kULmXAQ6vWer7IIHdGzI
1403,Singles You Up,Jordan Davis,182666,72,2018-03-23,,4LiMQ6G9n84rDUBs9wtwz6,77kULmXAQ6vWer7IIHdGzI
1404,Slow Dance In A Parking Lot,Jordan Davis,193929,63,2018-03-23,,6MBUUSIWCzaXW4q58Ktrv9,77kULmXAQ6vWer7IIHdGzI
1405,Going 'Round,Jordan Davis,213689,55,2018-03-23,,533eZXKFBL7Lpk5zMIqxCB,77kULmXAQ6vWer7IIHdGzI
1406,Leaving New Orleans,Jordan Davis,210687,53,2018-03-23,,4CZ0nzD7AsWeSEElxKodqq,77kULmXAQ6vWer7IIHdGzI
1407,Selfish,Jordan Davis,192954,53,2018-03-23,,0eTCwA8AO9RhTaDz9A9cMW,77kULmXAQ6vWer7IIHdGzI
1408,Tough To Tie Down,Jordan Davis,190826,51,2018-03-23,,4rCj2HhRPVjV9Z4qUk7TuM,77kULmXAQ6vWer7IIHdGzI
1409,Made That Way,Jordan Davis,173774,51,2018-03-23,,2k4Chj6SG01uoySJzBK1lO,77kULmXAQ6vWer7IIHdGzI
1410,So Do I,Jordan Davis,187913,49,2018-03-23,,0MjbiK4r82QTmDiJPvBngj,77kULmXAQ6vWer7IIHdGzI
1411,Dreamed You Did,Jordan Davis,170243,48,2018-03-23,,3UeomBXZDp6vKJBNGdRe7S,77kULmXAQ6vWer7IIHdGzI
1412,Peer Pressure,James Bay,176826,63,2019-05-10,,4RE3vueod5PL48rvHtuu9C,4EzkuveR9pLvDVFNx6foYD
1413,Us,James Bay,181360,73,2018-05-18,,16XiTUC2rQvb5lmtOm3FYY,4EzkuveR9pLvDVFNx6foYD
1414,Let It Go,James Bay,260533,73,2014-12-15,,13HVjjWUZFaWilh2QUJKsP,4EzkuveR9pLvDVFNx6foYD
1415,Bad,James Bay,225920,71,2019-05-10,,3xRcQ04b0l5RiU2w7lJhCD,4EzkuveR9pLvDVFNx6foYD
1416,If You Ever Wanna Be In Love - James Bay Spotify Session 2015,James Bay,236786,70,2015-08-07,,359lSGQwvAM3aZA5UNwqiQ,4EzkuveR9pLvDVFNx6foYD
1417,Let It Go - James Bay Spotify Session 2015,James Bay,285866,68,2015-08-07,,4tYokojnBEp5pBWO7wTRPA,4EzkuveR9pLvDVFNx6foYD
1418,Hold Back The River,James Bay,238746,65,2014-12-15,,7tmtOEDxPN7CWaQWBsG1DY,4EzkuveR9pLvDVFNx6foYD
1419,"If I Ain’t Got You - James Bay Spotify Session 2015 ""Alicia Keys Cover""",James Bay,261120,66,2015-08-07,,1zJpJ3HPRtAYYNLWm5BJEf,4EzkuveR9pLvDVFNx6foYD
1420,Wild Love,James Bay,197280,65,2018-05-18,,3XLZOk9aP5VxiO81xFSX2w,4EzkuveR9pLvDVFNx6foYD
1421,Slide,James Bay,203853,65,2018-05-18,,5QY4JhMKx4aBAaZcosncqd,4EzkuveR9pLvDVFNx6foYD
1422,Light Years,The National,213373,67,2019-04-04,https://p.scdn.co/mp3-preview/d9991fcddfff5b7ffef8eb719b66c54cd0f28b34?cid=80aa7a928c4541428fab1590b72d13b5,0dcKsPZVWa64MvnoCes49q,2cCUtGK9sDU2EoElnk0GNB
1423,I Need My Girl,The National,245240,67,2013-05-27,https://p.scdn.co/mp3-preview/08125363e5f2ac57bfb904a353cdbe959b6a854b?cid=80aa7a928c4541428fab1590b72d13b5,7rbCL7W893Zonbfnevku5s,2cCUtGK9sDU2EoElnk0GNB
1424,Hairpin Turns,The National,267520,63,2019-05-01,https://p.scdn.co/mp3-preview/6b713c8c76c92a2454e6ae1eb18baf76b6075848?cid=80aa7a928c4541428fab1590b72d13b5,4lbbWmtOGQKSmC2ORQqOxs,2cCUtGK9sDU2EoElnk0GNB
1425,You Had Your Soul With You,The National,206280,62,2019-03-05,https://p.scdn.co/mp3-preview/5acb0929bbe283735fd5da9ca487dfb175a8f614?cid=80aa7a928c4541428fab1590b72d13b5,3AL5QMEkYSlimVnODLLHqT,2cCUtGK9sDU2EoElnk0GNB
1426,The System Only Dreams in Total Darkness,The National,236746,61,2017-09-08,https://p.scdn.co/mp3-preview/b261aab40db32a3f773796daa2643440b96ece36?cid=80aa7a928c4541428fab1590b72d13b5,1HAzsv7VCvbgqrpenTRWj1,2cCUtGK9sDU2EoElnk0GNB
