,track_name,artist,duration,popularity,release_date,mp3,track_id,artist_id
578,Hail The Apocalypse,Avatar,253680,49,5/13/14,https://p.scdn.co/mp3-preview/a036a57f3e2e25b4505925054e446ff9ade278ae?cid=80aa7a928c4541428fab1590b72d13b5,6pTtc2sEanQArBBNUSmz5d,4jpaXieuls7LVzG1uma5Rs
579,The Eagle has Landed,Avatar,301677,47,5/13/16,https://p.scdn.co/mp3-preview/cb733d3b452be99b4fde032b0c6a149744d0913d?cid=80aa7a928c4541428fab1590b72d13b5,2L6RhTR6qCokZpVIi0Xf4y,4jpaXieuls7LVzG1uma5Rs
580,Bloody Angel,Avatar,364653,46,5/13/14,https://p.scdn.co/mp3-preview/9ef64e82ffcebbf553934f5061c20314e8edf6ea?cid=80aa7a928c4541428fab1590b72d13b5,3xLQP5vMUPyqBtppqthe6s,4jpaXieuls7LVzG1uma5Rs
581,Let It Burn,Avatar,212466,46,2/14/12,https://p.scdn.co/mp3-preview/80bc237df9e7b4bc1a36edeebae954f4fd522d08?cid=80aa7a928c4541428fab1590b72d13b5,7pnvK6NUo1AxvSf21s6Aq0,4jpaXieuls7LVzG1uma5Rs
582,A Statue of the King,Avatar,224589,41,1/12/18,https://p.scdn.co/mp3-preview/44ef4f23c6311ba06c7a6a1ab9795820d6ad1728?cid=80aa7a928c4541428fab1590b72d13b5,2oMLA9ekewPlKhRZEy3kBv,4jpaXieuls7LVzG1uma5Rs
583,Smells Like A Freak Show,Avatar,293293,45,2/14/12,https://p.scdn.co/mp3-preview/35dbe61d7e2a66069418d4d295b44d7501c45e9f?cid=80aa7a928c4541428fab1590b72d13b5,0887w1ThQnZWhj4ZhJ0Rsr,4jpaXieuls7LVzG1uma5Rs
584,The King Welcomes You To Avatar Country,Avatar,336465,38,1/12/18,https://p.scdn.co/mp3-preview/da7ae1bbb00a10dcc2031cfb49797dc172bcb818?cid=80aa7a928c4541428fab1590b72d13b5,1lDeS7xLgYjLavqaYpa6TS,4jpaXieuls7LVzG1uma5Rs
585,Torn Apart,Avatar,388960,40,2/14/12,https://p.scdn.co/mp3-preview/7ef9055bbd7f234f1bcdad38b14e7e0ad19a339c?cid=80aa7a928c4541428fab1590b72d13b5,66bhRpPB9umGwNizC5w0WF,4jpaXieuls7LVzG1uma5Rs
586,Paint Me Red,Avatar,267040,38,2/14/12,https://p.scdn.co/mp3-preview/3a3061aa173a7b8c53418c3adb4e5b1d785e0e75?cid=80aa7a928c4541428fab1590b72d13b5,39QV4taXCllNOzIk1Movek,4jpaXieuls7LVzG1uma5Rs
587,The King Wants You,Avatar,260590,37,1/12/18,https://p.scdn.co/mp3-preview/088fb41c8f5102cf325b01feae7141292d94d8c8?cid=80aa7a928c4541428fab1590b72d13b5,7jesPVTAqIji1kKAoxPHZv,4jpaXieuls7LVzG1uma5Rs
588,Here Come the Vultures,Delain,365520,31,4/8/14,https://p.scdn.co/mp3-preview/042d1222bff3384613f7399df655b551b5e87362?cid=80aa7a928c4541428fab1590b72d13b5,2ts9SrBP7zqBp1sjvtsalE,6pIRdCtSE5hLFfIfcTAicI
589,April Rain,Delain,276973,35,2/9/09,https://p.scdn.co/mp3-preview/f2c355aba7e090e0ff7d251d140cf05b3eee649e?cid=80aa7a928c4541428fab1590b72d13b5,0nJBiQvsxTbxTz5JHcvTBu,6pIRdCtSE5hLFfIfcTAicI
590,Stardust,Delain,237040,25,4/8/14,https://p.scdn.co/mp3-preview/1d428a676509946ded6e5ea9faf4e96745861494?cid=80aa7a928c4541428fab1590b72d13b5,1cAde2UQuPJvPZ1pifLdkr,6pIRdCtSE5hLFfIfcTAicI
591,Masters Of Destiny,Delain,294646,36,2/22/19,https://p.scdn.co/mp3-preview/15a61977a8d6bfd17861b29849697509a73f397c?cid=80aa7a928c4541428fab1590b72d13b5,3Z7w8vnhfAsOIrzLLHmEDf,6pIRdCtSE5hLFfIfcTAicI
592,The Gathering,Delain,215010,42,9/4/06,https://p.scdn.co/mp3-preview/fd7eedcefc7aff933369aa13c94963645c5a719b?cid=80aa7a928c4541428fab1590b72d13b5,7hsn7MpADr1FZ7E0i2T4OX,6pIRdCtSE5hLFfIfcTAicI
593,We are the Others,Delain,199360,33,7/3/12,https://p.scdn.co/mp3-preview/002dfdbae9cdfa54bc91d57fa08b043334338621?cid=80aa7a928c4541428fab1590b72d13b5,7zbs184iiE3vBSU5L1GKma,6pIRdCtSE5hLFfIfcTAicI
594,Danse Macabre,Delain,307262,31,8/26/16,https://p.scdn.co/mp3-preview/0e086bdb22c534b016873c6fc2413667d44d561c?cid=80aa7a928c4541428fab1590b72d13b5,0WYI9nBs9Hab4gl7SSiNAO,6pIRdCtSE5hLFfIfcTAicI
595,Hunter's Moon,Delain,270413,28,2/22/19,https://p.scdn.co/mp3-preview/f787b353546bc462183a8d5fb2888e5d2ba09d65?cid=80aa7a928c4541428fab1590b72d13b5,0KSzbjULllkgSHyDFacszn,6pIRdCtSE5hLFfIfcTAicI
596,We Are The Others (New Ballad Version),Delain,222200,22,5/7/13,https://p.scdn.co/mp3-preview/0bdf7a555e7bb5d260efa73ee2e60e2f7ca67cf6?cid=80aa7a928c4541428fab1590b72d13b5,6gNvDcqF3cKuOTJVWNOfJM,6pIRdCtSE5hLFfIfcTAicI
597,See Me in Shadow,Delain,281366,37,9/4/06,https://p.scdn.co/mp3-preview/469d21a082ae39cf83e5ca51d72769e62d94461a?cid=80aa7a928c4541428fab1590b72d13b5,2eYaFdU5NJD5Eh7e4gUORy,6pIRdCtSE5hLFfIfcTAicI
598,Hunnybee,Unknown Mortal Orchestra,268333,67,4/6/18,https://p.scdn.co/mp3-preview/512e5f47f3dc983d58a07bbada9808efa42dce6b?cid=80aa7a928c4541428fab1590b72d13b5,3DPFmwFtV5ElQaTniLOdgk,1LeVJ5GPeYDOVUjxx1y7Rp
599,So Good At Being in Trouble,Unknown Mortal Orchestra,230146,64,2/5/13,https://p.scdn.co/mp3-preview/9e838a74e02187cb0a540636365500e6c4ff594e?cid=80aa7a928c4541428fab1590b72d13b5,5VarZFY00sO54HErJ3TPCI,1LeVJ5GPeYDOVUjxx1y7Rp
600,Multi-Love,Unknown Mortal Orchestra,250800,62,5/26/15,https://p.scdn.co/mp3-preview/be4fb5d07c991cb3e39c3727e59d4f9dcde32dc1?cid=80aa7a928c4541428fab1590b72d13b5,0PEXp5yk0sx9dJ8JzwvjJb,1LeVJ5GPeYDOVUjxx1y7Rp
601,Necessary Evil,Unknown Mortal Orchestra,317800,59,5/26/15,https://p.scdn.co/mp3-preview/7c89086aaf5995496ca6ecfd6dfad2bc741c9ac2?cid=80aa7a928c4541428fab1590b72d13b5,4dhARBZ8YLvm8oRDnCIeXr,1LeVJ5GPeYDOVUjxx1y7Rp
602,Swim and Sleep (Like a Shark),Unknown Mortal Orchestra,165226,54,2/5/13,https://p.scdn.co/mp3-preview/9f4c78657335f2bd2d488cb6487d873a486125b4?cid=80aa7a928c4541428fab1590b72d13b5,3h1iu4HvBlLqRuft2kJEcr,1LeVJ5GPeYDOVUjxx1y7Rp
603,Everyone Acts Crazy Nowadays,Unknown Mortal Orchestra,254973,54,4/6/18,https://p.scdn.co/mp3-preview/6dbc63263f3ffe2e54514202d2c3b017e314ae59?cid=80aa7a928c4541428fab1590b72d13b5,6VPvz8SZWRFEoawyUTvQTt,1LeVJ5GPeYDOVUjxx1y7Rp
604,Can’t Keep Checking My Phone,Unknown Mortal Orchestra,256066,52,5/26/15,https://p.scdn.co/mp3-preview/9e9c97ac933fe93e2ebb145167944c9223872c71?cid=80aa7a928c4541428fab1590b72d13b5,0x38UMMhYacciPRK7ETk1M,1LeVJ5GPeYDOVUjxx1y7Rp
605,Ministry of Alienation,Unknown Mortal Orchestra,222640,51,4/6/18,https://p.scdn.co/mp3-preview/029231f01c484be3fc4d2a5bc8410e486f666f98?cid=80aa7a928c4541428fab1590b72d13b5,0Qe6V0wdzCyHGht84bUunL,1LeVJ5GPeYDOVUjxx1y7Rp
606,Ffunny Ffriends,Unknown Mortal Orchestra,256839,50,2011,https://p.scdn.co/mp3-preview/a55337564ec824a85616f36b5aafe5cd6fb66ec1?cid=80aa7a928c4541428fab1590b72d13b5,49vzuiR9YheTFslIuO4JRV,1LeVJ5GPeYDOVUjxx1y7Rp
607,Not in Love We’re Just High,Unknown Mortal Orchestra,217986,50,4/6/18,https://p.scdn.co/mp3-preview/9e466321a337a73bf7f9317cec5ffe79e1978550?cid=80aa7a928c4541428fab1590b72d13b5,54DzzIghO0tYWPaceJnf62,1LeVJ5GPeYDOVUjxx1y7Rp
608,Pontiac 87,Protomartyr,271386,41,10/9/15,https://p.scdn.co/mp3-preview/d59f656ae810f318076e726121ca412006d11dcc?cid=80aa7a928c4541428fab1590b72d13b5,2258MfnrxFPlI46lE6f1Iz,2YFBqMMiIIL4XyiEwqySUQ
609,Feral Cats,Protomartyr,174253,38,2012,https://p.scdn.co/mp3-preview/965421a478b1c39c5468a6d3c46094703a2cb707?cid=80aa7a928c4541428fab1590b72d13b5,0fBbz92P4UUsPeSq7XfENe,2YFBqMMiIIL4XyiEwqySUQ
610,A Private Understanding,Protomartyr,318078,38,9/29/17,https://p.scdn.co/mp3-preview/aecdea8e606c741a314c1385cd3ab81309c728b3?cid=80aa7a928c4541428fab1590b72d13b5,7BVk87ORFR4imfNwHOFPs2,2YFBqMMiIIL4XyiEwqySUQ
611,Half Sister,Protomartyr,304831,38,9/29/17,https://p.scdn.co/mp3-preview/1feeb4ab1354d1848dd709c083b738c470ef8e3b?cid=80aa7a928c4541428fab1590b72d13b5,6zbFlDUqDdLbHikceCg64h,2YFBqMMiIIL4XyiEwqySUQ
612,The Chuckler,Protomartyr,223006,36,9/29/17,https://p.scdn.co/mp3-preview/1b367ca5089f42238d98faf38d516384e4a26a37?cid=80aa7a928c4541428fab1590b72d13b5,0LeG6rLnZikAoLQMhSNSBW,2YFBqMMiIIL4XyiEwqySUQ
613,My Children,Protomartyr,222007,35,9/29/17,https://p.scdn.co/mp3-preview/9effdc9d3d8418400c9a29ca398768ff96ba3509?cid=80aa7a928c4541428fab1590b72d13b5,6fd5sPEa5gFBDaQ3mkj7Zd,2YFBqMMiIIL4XyiEwqySUQ
614,Jumbo’s,Protomartyr,268226,33,2012,https://p.scdn.co/mp3-preview/3e6337b5e2bbe76532603fbd49ed8740358f7415?cid=80aa7a928c4541428fab1590b72d13b5,1e2cMIlvienZ0pCdHeAApN,2YFBqMMiIIL4XyiEwqySUQ
615,Maidenhead,Protomartyr,218893,35,4/8/14,https://p.scdn.co/mp3-preview/541dcfe0f3479d5119fb39b3ae4d24b6661bc097?cid=80aa7a928c4541428fab1590b72d13b5,4KiDXFDLZ7SJvVDKrq3r8k,2YFBqMMiIIL4XyiEwqySUQ
616,Ypsilanti,Protomartyr,192413,34,2012,https://p.scdn.co/mp3-preview/5e2ad30ef55a05b3b83fe1a7c8e0f2046f9af5df?cid=80aa7a928c4541428fab1590b72d13b5,76i7txeo4Jf58pYLzQyfDt,2YFBqMMiIIL4XyiEwqySUQ
617,In My Sphere,Protomartyr,213586,34,2012,https://p.scdn.co/mp3-preview/2bd6c728e6258f01ea6913b0474392b834ea09c0?cid=80aa7a928c4541428fab1590b72d13b5,7luQTlSASDBYb38kDOj6SJ,2YFBqMMiIIL4XyiEwqySUQ
618,Sleeping on the Blacktop,Colter Wall,192480,64,6/2/15,https://p.scdn.co/mp3-preview/4c2abcdd801addb7a064248a2140f14f0c1719d4?cid=80aa7a928c4541428fab1590b72d13b5,3Ozx6IrGdoQyAworJzvBDE,3xYXYzm9H3RzyQgBrYwIcx
619,The Devil Wears a Suit and Tie,Colter Wall,236026,58,6/2/15,https://p.scdn.co/mp3-preview/1f3e30ba55c190e4c325f05e70e13d09a02f9270?cid=80aa7a928c4541428fab1590b72d13b5,7hlA8gMMz6jSp91Twsnuv3,3xYXYzm9H3RzyQgBrYwIcx
620,Caroline,Colter Wall,173760,55,6/2/15,https://p.scdn.co/mp3-preview/3320c4dbeaf3721621dc933a9ae4bb2d3e3029e5?cid=80aa7a928c4541428fab1590b72d13b5,7rwKNqgVO0OfdOLNSKfYR4,3xYXYzm9H3RzyQgBrYwIcx
621,Kate McCannon,Colter Wall,274081,54,5/12/17,https://p.scdn.co/mp3-preview/7f3b3a8e0fc05f7ef74ade266c8ce00a8059db8e?cid=80aa7a928c4541428fab1590b72d13b5,5tN0LIuQDapSFedlYJuG0k,3xYXYzm9H3RzyQgBrYwIcx
622,Thirteen Silver Dollars,Colter Wall,150550,53,5/12/17,https://p.scdn.co/mp3-preview/73bcc56927aa9d49cdd768db4e877c2d52437b3a?cid=80aa7a928c4541428fab1590b72d13b5,67ZuMlC2hS1G0kBuxjUzcC,3xYXYzm9H3RzyQgBrYwIcx
623,Johnny Boy's Bones,Colter Wall,176373,52,6/2/15,https://p.scdn.co/mp3-preview/34c05a465bf95934fca385c29235fc651071012f?cid=80aa7a928c4541428fab1590b72d13b5,05j6LjbEdFWbASJUn9yOBX,3xYXYzm9H3RzyQgBrYwIcx
624,Living on the Sand,Colter Wall,201973,50,6/2/15,https://p.scdn.co/mp3-preview/ff99641ff85aa45603aab4b066695bbe339d68ff?cid=80aa7a928c4541428fab1590b72d13b5,1WSEWiuB7KeEchBhvRb7qX,3xYXYzm9H3RzyQgBrYwIcx
625,Saskatchewan in 1881,Colter Wall,171648,50,10/12/18,https://p.scdn.co/mp3-preview/27e53a6fdf2f7509e3c506e4b6f34795fdf0ce43?cid=80aa7a928c4541428fab1590b72d13b5,3UCnS94uOqgvTmHohbgH9W,3xYXYzm9H3RzyQgBrYwIcx
626,Motorcycle,Colter Wall,137703,49,5/12/17,https://p.scdn.co/mp3-preview/ef98ae824e1994581c4ea3c5bd31e3b1c20eb1d8?cid=80aa7a928c4541428fab1590b72d13b5,0YnbCBn2UdoM5Y1l6Am5EY,3xYXYzm9H3RzyQgBrYwIcx
627,Plain to See Plainsman,Colter Wall,229793,49,10/12/18,https://p.scdn.co/mp3-preview/25ccc6837d01b74dc0b32eba10294968cd54b7cc?cid=80aa7a928c4541428fab1590b72d13b5,1tScrLohhBQSwuHRk6wkkV,3xYXYzm9H3RzyQgBrYwIcx
628,shibuya (feat. San Holo),Covet,345520,48,7/13/18,https://p.scdn.co/mp3-preview/abcec658be8140d265ac493e9947bda628aff2f8?cid=80aa7a928c4541428fab1590b72d13b5,7BsPyswBtiM1PbPnUnuNzE,46iJ1VD4HKFnqjISGqlZkV
629,falkor,Covet,457200,44,7/13/18,https://p.scdn.co/mp3-preview/aa43ef30f89c50dbe53e5692727d1c3bd30d66ee?cid=80aa7a928c4541428fab1590b72d13b5,3nGyTdjyMC0xT2TA7Q4Ru4,46iJ1VD4HKFnqjISGqlZkV
630,Ares,Covet,350811,43,2/13/17,https://p.scdn.co/mp3-preview/c339f3067ae3a51c9b66553cac71567905159132?cid=80aa7a928c4541428fab1590b72d13b5,10OAoychwKbKKmizb7rOzf,46iJ1VD4HKFnqjISGqlZkV
631,Sea Dragon,Covet,334986,42,12/20/15,https://p.scdn.co/mp3-preview/97fa534618852a5a5ca357fbd6941c7d713f2b82?cid=80aa7a928c4541428fab1590b72d13b5,67VGpK85BQ8xTYNAfN9cZc,46iJ1VD4HKFnqjISGqlZkV
632,glimmer,Covet,228813,42,7/13/18,https://p.scdn.co/mp3-preview/72dc8b50e586ad35c6938a1dd167c33ccf1619f1?cid=80aa7a928c4541428fab1590b72d13b5,4kEhypsV7I5JAwHAesTKqR,46iJ1VD4HKFnqjISGqlZkV
633,howl,Covet,319933,40,7/13/18,https://p.scdn.co/mp3-preview/07882cffa1adb1525993cb6fe604a16750943f3b?cid=80aa7a928c4541428fab1590b72d13b5,6vgxWCGdHQ6NfKvyfYUhaI,46iJ1VD4HKFnqjISGqlZkV
634,sea dragon (feat. Mario Camarena),Covet,333666,39,7/13/18,https://p.scdn.co/mp3-preview/fa7615b105282836f68979d835b73989d5506d07?cid=80aa7a928c4541428fab1590b72d13b5,2bAsW3ElSqMVmmilHwSuRy,46iJ1VD4HKFnqjISGqlZkV
635,gleam,Covet,177800,39,7/13/18,https://p.scdn.co/mp3-preview/e361daf637365d20773e2d914ddcac1198ba3b8c?cid=80aa7a928c4541428fab1590b72d13b5,2cWweXo6RqRYkecljx9sHk,46iJ1VD4HKFnqjISGqlZkV
636,Hydra,Covet,279786,37,12/20/15,https://p.scdn.co/mp3-preview/4f882e45a89954d476c3ba297ea472d525e22f7b?cid=80aa7a928c4541428fab1590b72d13b5,35J3Vo82tou1IcA4xTS4lZ,46iJ1VD4HKFnqjISGqlZkV
637,Nautilus,Covet,235906,36,12/20/15,https://p.scdn.co/mp3-preview/807a1f11cd878f76852ba78c9946bb3f0610b454?cid=80aa7a928c4541428fab1590b72d13b5,1LCH1RDZKSzMfLzNZPpDZk,46iJ1VD4HKFnqjISGqlZkV
638,Help Me Help You (feat. Why Don't We),Logan Paul,152822,60,5/19/17,https://p.scdn.co/mp3-preview/bbbaea88d2e96c3e5e4cd5e85723320ed11b4d6b?cid=80aa7a928c4541428fab1590b72d13b5,51w95jAPQDOWN3M7xopWWh,7uMSsrbX9MJzf161IcY7KU
639,Santa Diss Track,Logan Paul,146747,54,12/10/17,https://p.scdn.co/mp3-preview/97fbed53cdcc85d1bd28d3ebb18bb895db80b4c7?cid=80aa7a928c4541428fab1590b72d13b5,77KSe5DWzspNMX9U8fDqDz,7uMSsrbX9MJzf161IcY7KU
640,The Number Song,Logan Paul,174514,51,3/11/18,https://p.scdn.co/mp3-preview/68a798f9673475e78fdb9720f20b4ef4b8ab2673?cid=80aa7a928c4541428fab1590b72d13b5,3heKPJzaCsmjROJMzBsCkO,7uMSsrbX9MJzf161IcY7KU
641,Outta My Hair,Logan Paul,168171,46,10/15/17,https://p.scdn.co/mp3-preview/ca1e1058ecefbaff3e440e0bd91cd2bec09c05e6?cid=80aa7a928c4541428fab1590b72d13b5,12daUNlk4Jh0Ytp3OFJlE4,7uMSsrbX9MJzf161IcY7KU
642,Help Me Help You (feat. Why Don't We) (GARABATTO Remix),Logan Paul,199285,45,6/10/17,https://p.scdn.co/mp3-preview/555aaaff2534787c5bbe1e92f63ba8fc3274ef21?cid=80aa7a928c4541428fab1590b72d13b5,4Cpa6lUScJygMT8f6VERZ2,7uMSsrbX9MJzf161IcY7KU
643,Logan Paul Vine Remix (feat. Sickick Music),Logan Paul,205061,36,11/1/13,https://p.scdn.co/mp3-preview/321220394d3338ec4e116c81998af5fc2012e50d?cid=80aa7a928c4541428fab1590b72d13b5,1uzssx3LJ7fXXqJS5QRINC,7uMSsrbX9MJzf161IcY7KU
644,Human - The Voice Performance,Chris Kroeze,236476,31,12/19/18,,5nzUvHy52RFvk1l8Atyhgf,1GlT9mh68e99db68QqSKnf
645,Four Letter Words,Chris Kroeze,215680,26,1/19/18,https://p.scdn.co/mp3-preview/aef0bdc70e68b4cb07ccc601ce42fe547903684e?cid=80aa7a928c4541428fab1590b72d13b5,5WbOxZ6USuVrzKPXHfnDkY,1GlT9mh68e99db68QqSKnf
646,Callin’ Baton Rouge - The Voice Performance,Chris Kroeze,185700,22,12/19/18,,1X0XCbZvLaxfWIqni6xx7S,1GlT9mh68e99db68QqSKnf
647,Burning House,Chris Kroeze,237094,19,2/20/19,https://p.scdn.co/mp3-preview/f5ddf78ad7cec7e082a6347116be2339e09923d6?cid=80aa7a928c4541428fab1590b72d13b5,1oggxDlls4gfhZMUavzv3Y,1GlT9mh68e99db68QqSKnf
648,Let It Be - The Voice Performance,Chris Kroeze,147085,19,12/19/18,,1pwdCe1kP78FiOGGe1eSU0,1GlT9mh68e99db68QqSKnf
649,Better on a Boat,Chris Kroeze,185860,18,2/20/19,https://p.scdn.co/mp3-preview/0c5c5d2ac9e56e57a94a0397decdde5f145f7d89?cid=80aa7a928c4541428fab1590b72d13b5,6vYHcJwiXcHueANyPm4onW,1GlT9mh68e99db68QqSKnf
650,I Don't Miss You No More,Chris Kroeze,208000,18,11/18/16,https://p.scdn.co/mp3-preview/f46743cf0ee08968231e1b6f3bda506c9083696c?cid=80aa7a928c4541428fab1590b72d13b5,2VMv7KXbPdgdsBu6OT5Usk,1GlT9mh68e99db68QqSKnf
651,Long Train Runnin’ - The Voice Performance,Chris Kroeze,195844,17,12/19/18,,1Ke9w2GWiRcSVIYIBBvmqn,1GlT9mh68e99db68QqSKnf
652,Sweet Home Alabama - The Voice Performance,Chris Kroeze,209556,17,12/19/18,,3f5EzqUf6HslSL4bT1ogaF,1GlT9mh68e99db68QqSKnf
653,Can’t You See - The Voice Performance,Chris Kroeze,200550,16,12/19/18,,3xSh74C18uKg51ACaxgxwm,1GlT9mh68e99db68QqSKnf
654,Sauce All On Me,Coca Vango,168425,48,12/21/18,https://p.scdn.co/mp3-preview/42c30b2c4b21a96c6ea0110a785dad53880d3593?cid=80aa7a928c4541428fab1590b72d13b5,7kkpm3F0ISbo0dawd2OsPr,3GeZ2hxlimcfZ7v3qxf5UT
655,Two,Coca Vango,161038,39,12/21/18,https://p.scdn.co/mp3-preview/1c84fb3b0fd34c9407121783e4decfd801fb0ee6?cid=80aa7a928c4541428fab1590b72d13b5,6k9LjGlCmfDUxADPlrHqoe,3GeZ2hxlimcfZ7v3qxf5UT
656,Infidelity,Mulatto,259657,36,5/9/18,https://p.scdn.co/mp3-preview/4b2cbab33f74341dc733167dea1f2b9ad8ddd5ee?cid=80aa7a928c4541428fab1590b72d13b5,5amPd782GblY5yfFDQPFoJ,3MdXrJWsbVzdn6fe5JYkSQ
657,Snow (feat. LightSkinKeisha),Coca Vango,178270,30,12/21/18,https://p.scdn.co/mp3-preview/45f42aef216e99f975391804ed8e35c9625b92a2?cid=80aa7a928c4541428fab1590b72d13b5,5m4oAZI0fKiXBFhKlS2Cib,3GeZ2hxlimcfZ7v3qxf5UT
658,Yesterday,Coca Vango,198671,28,9/27/16,https://p.scdn.co/mp3-preview/68a8895fff81521d310d3b450a3204b8eb4563d7?cid=80aa7a928c4541428fab1590b72d13b5,7F8bwEZx5hCfdOhbH2THnD,3GeZ2hxlimcfZ7v3qxf5UT
659,Violate,K. Smyllz,223033,27,2/15/19,https://p.scdn.co/mp3-preview/4c21332a5a6977684113867a2c612eeabb0267de?cid=80aa7a928c4541428fab1590b72d13b5,2977nndR1hb8JcLNo6h42H,5aj6xgrVSbYvkOAv7eXSxx
660,Understand Me,Coca Vango,158166,25,12/21/18,https://p.scdn.co/mp3-preview/e3cb5603bf860a17d3bbfeb07e1dca8a6960b9f2?cid=80aa7a928c4541428fab1590b72d13b5,19y6tvsMY4ZagZtODk1H19,3GeZ2hxlimcfZ7v3qxf5UT
661,Scammer,Coca Vango,160152,23,12/21/18,https://p.scdn.co/mp3-preview/ed55b0780fe2866a47940e26a4462a746b252914?cid=80aa7a928c4541428fab1590b72d13b5,3ahHkfLi5KpOIqO2kOwrms,3GeZ2hxlimcfZ7v3qxf5UT
662,Yesterday (Remix) [feat. Trouble & Jacquees],Coca Vango,212342,23,2/7/18,https://p.scdn.co/mp3-preview/7c2eac361f55df9878940dce60cbda037f7c6c51?cid=80aa7a928c4541428fab1590b72d13b5,1aYM4n1yyoVM23hmKcgHb4,3GeZ2hxlimcfZ7v3qxf5UT
663,Shinnit (feat. Asian Doll),Coca Vango,170262,21,7/27/17,https://p.scdn.co/mp3-preview/6679c7b1ee0ffcef3a19ce4997c24ed68fe5ebbd?cid=80aa7a928c4541428fab1590b72d13b5,5KHF5kwqK3gQxlQ7KWWDVn,3GeZ2hxlimcfZ7v3qxf5UT
664,Body,Loud Luxury,163216,81,10/27/17,https://p.scdn.co/mp3-preview/cc8dc2d90a923e024f1c71dec1cd4f0a8650a1cc?cid=80aa7a928c4541428fab1590b72d13b5,21RzyxY3EFaxVy6K4RqaU9,6t1gpxYbY8OlLA7D2RiikQ
665,Love No More,Loud Luxury,168635,71,8/31/18,https://p.scdn.co/mp3-preview/0feb3c2e1a1b3733757659313ee1c5f86a9511cd?cid=80aa7a928c4541428fab1590b72d13b5,0E8WJOFs2eWD67USh7C6Qd,6t1gpxYbY8OlLA7D2RiikQ
666,Body On My,Loud Luxury,192506,67,3/29/19,https://p.scdn.co/mp3-preview/7bd13e0e9f13ace348529a8e2222501490e59a11?cid=80aa7a928c4541428fab1590b72d13b5,6e0CvGZf7CouOpYF8toXHC,6t1gpxYbY8OlLA7D2RiikQ
667,Fill Me In,Loud Luxury,219855,66,2/3/17,https://p.scdn.co/mp3-preview/67cc74b7963c0954f7660717a710777b6c94c7bc?cid=80aa7a928c4541428fab1590b72d13b5,0OWMb0mr5PZvb8VoI8qNTq,6t1gpxYbY8OlLA7D2RiikQ
668,SLOW DANCING IN THE DARK - Loud Luxury Remix,Joji,176413,62,11/9/18,https://p.scdn.co/mp3-preview/8de309450a43f5555e7dc51a35d9260baaca77b4?cid=80aa7a928c4541428fab1590b72d13b5,59pC3ONM6ggVn0CYi0l1KD,3MZsBdqDrRTJihTHQrO6Dq
669,Body - Dzeko Remix,Loud Luxury,165714,60,8/27/18,https://p.scdn.co/mp3-preview/31ba372cb6a865df27f4448fb2b7e07cf753c6b1?cid=80aa7a928c4541428fab1590b72d13b5,4RgDgaohkG08f630ZT9QKc,6t1gpxYbY8OlLA7D2RiikQ
670,Who's the Boss,Loud Luxury,255256,56,11/13/15,https://p.scdn.co/mp3-preview/bcd9664abbec94492762e39cdeb2c3f750926df7?cid=80aa7a928c4541428fab1590b72d13b5,5PCROC6LLjaZVA92pEyZ2y,6t1gpxYbY8OlLA7D2RiikQ
671,Body - Dirtcaps Remix,Loud Luxury,198031,55,7/20/18,https://p.scdn.co/mp3-preview/66a71e9c009a17ee04020d751b35514d64171b1e?cid=80aa7a928c4541428fab1590b72d13b5,4ZEDcf1Mt55z94K58wqvuu,6t1gpxYbY8OlLA7D2RiikQ
672,Done For Me (feat. Kehlani) - Loud Luxury Remix,Charlie Puth,176585,55,3/14/18,https://p.scdn.co/mp3-preview/b20dcc257533b02568ea9a6951e1af4e8c9deedf?cid=80aa7a928c4541428fab1590b72d13b5,3Whyr0c7Iji5UhZOn8OMBz,6VuMaDnrHyPL1p4EHjYLi7
673,Sex Like Me (feat. DYSON),Loud Luxury,176585,54,3/30/18,https://p.scdn.co/mp3-preview/608bb97344dd096d07f04fa048f12ad68e467921?cid=80aa7a928c4541428fab1590b72d13b5,50Q2bTYSMrDn4DS5FYbNZJ,6t1gpxYbY8OlLA7D2RiikQ
674,REDNECKER,HARDY,201832,62,10/19/18,https://p.scdn.co/mp3-preview/bded85dfcb54d78b1a32e39912ecdfd83b691aed?cid=80aa7a928c4541428fab1590b72d13b5,0YVdTI4w1BEqSjGNXcRjX1,5QNm7E7RU2m64l6Gliu8Oy
675,THROWBACK,HARDY,203674,51,10/19/18,https://p.scdn.co/mp3-preview/106d681b6d669f0e84fafcb17575ba6b6ed08ed0?cid=80aa7a928c4541428fab1590b72d13b5,7fToSlGPKlugVUCAZWvydi,5QNm7E7RU2m64l6Gliu8Oy
676,THIS OLE BOY,HARDY,196141,49,10/19/18,https://p.scdn.co/mp3-preview/1c1dcc607e2917319221952ff774ba3efb7a5cd5?cid=80aa7a928c4541428fab1590b72d13b5,191CjRdmcxUYOrFEDQx7QA,5QNm7E7RU2m64l6Gliu8Oy
677,ALL SHE LEFT WAS ME,HARDY,161159,47,1/18/19,https://p.scdn.co/mp3-preview/1c8a7b4ae96e9c7ccc44a7998c5764e613f0bb29?cid=80aa7a928c4541428fab1590b72d13b5,0XCHPIlrVWgev8mcly9s0r,5QNm7E7RU2m64l6Gliu8Oy
